"LATITUDE","LONGITUDE","pre"
39.43546484,-76.7996344,46
39.39534777,-76.52303148,40
39.30916555,-76.47361994,37
39.33449659,-76.49411201,6
39.38319071,-76.53451681,32
39.38319071,-76.53451681,32
39.38319071,-76.53451681,32
39.33865288,-76.48785442,6
39.34076983,-76.72280788,42
39.31236149,-76.74352527,33
39.34274359,-76.72782764,42
39.36714697,-76.71597496,48
39.29160665,-76.51048495,31
39.30906594,-76.4744997,37
39.30921744,-76.47364944,37
39.43476775,-76.7988123,46
39.43327619,-76.7969656,46
39.33886966,-76.48769617,6
39.40833949,-76.60085857,44
39.33868711,-76.48779273,6
39.34191074,-76.72559738,42
39.29559574,-76.50919676,31
39.37344772,-76.56647378,41
39.37967459,-76.53773546,32
39.31208756,-76.7401886,33
39.36340193,-76.78433776,36
39.36275182,-76.78240657,36
39.31206784,-76.73933834,33
39.31200455,-76.73943758,33
39.31200455,-76.73943758,33
39.38401996,-76.57751799,49
39.39962042,-76.60263821,44
39.28799607,-76.50518149,31
39.38208883,-76.57895967,49
39.39428938,-76.60415232,44
39.37324726,-76.56799614,41
39.28069455,-76.50521502,34
39.43777151,-76.80261701,46
39.40749603,-76.76308125,50
39.40474796,-76.75916791,50
39.35381706,-76.7585101,43
39.34272803,-76.72779143,42
39.3671309,-76.71599105,48
39.36784323,-76.71703292,48
39.4363753,-76.79623604,46
39.40414279,-76.7580682,50
39.37930037,-76.53826252,32
39.35528907,-76.76281571,43
39.27558386,-76.71722889,35
39.3923181,-76.52652463,40
39.38981768,-76.52858645,40
39.44717967,-76.81447506,47
39.37420485,-76.80989988,39
39.372534,-76.60973668,51
39.40208061,-76.60202131,44
39.36874363,-76.71757221,48
39.29625029,-76.50687397,31
39.29276438,-76.5143922,31
39.29276438,-76.5143922,31
39.29276438,-76.5143922,31
39.29496452,-76.51167378,31
39.29409704,-76.51890635,31
39.3731581,-76.56790763,41
39.43775079,-76.80258751,46
39.29325842,-76.50263071,31
39.27730823,-76.71249211,35
39.40601631,-76.76710725,50
39.30806615,-76.47652209,37
39.33668,-76.490704,6
39.38786007,-76.60594538,44
39.37254928,-76.60990298,51
39.39943768,-76.60268247,44
39.3767658,-76.60894543,51
39.31273918,-76.7486161,33
39.45097303,-76.81909516,47
39.35595393,-76.7653426,43
39.35528907,-76.76289082,43
39.35285938,-76.75580174,43
39.34229864,-76.7266354,42
39.36376068,-76.71245322,48
39.35411831,-76.75933823,43
39.35420645,-76.75960377,43
39.39817163,-76.56381324,38
39.39935098,-76.60269454,44
39.40328683,-76.60175443,44
39.39298143,-76.60450637,44
39.44696426,-76.81411028,47
39.33877009,-76.48802876,6
39.37888572,-76.53850794,32
39.31241129,-76.73489928,33
39.31241129,-76.73489928,33
39.44845347,-76.81592077,47
39.31287615,-76.75056338,33
39.29498132,-76.51175827,31
39.33386592,-76.49512053,6
39.37252778,-76.54390991,32
39.40594481,-76.60145134,44
39.27595864,-76.71600044,35
39.39859057,-76.56404391,38
39.31940863,-76.45692587,45
39.31258561,-76.7499733,33
39.27198238,-76.73143387,52
39.27077493,-76.73719525,52
39.39944839,-76.60269588,44
39.36141113,-76.77887678,36
39.37246557,-76.80649951,39
39.37411809,-76.60966158,51
39.291681,-76.51072,31
39.34106025,-76.48404837,6
39.40358735,-76.75746202,50
39.3835079,-76.53438672,32
39.37314014,-76.56770378,41
39.43470561,-76.79878414,46
39.32155002,-76.50878906,53
39.36186218,-76.78010926,36
39.36350976,-76.78441286,36
39.32001454,-76.45491958,45
39.32001454,-76.45491958,45
39.40625671,-76.76130295,50
39.35945553,-76.77371487,36
39.27488102,-76.71926737,35
39.31197134,-76.73059702,33
39.37420103,-76.81044102,39
39.36317357,-76.7834208,36
39.27487272,-76.71926737,35
39.27198031,-76.73191667,52
39.35636337,-76.7656146,43
39.35296723,-76.75603643,43
39.27128677,-76.73507765,52
39.27192217,-76.73191398,52
39.38487096,-76.57814562,49
39.30829478,-76.47577622,37
39.3627767,-76.78241864,36
39.36170353,-76.77961841,36
39.35745272,-76.76870228,43
39.36302392,-76.7825751,36
39.34530845,-76.73472762,42
39.36263258,-76.78218931,36
39.31224528,-76.74056411,33
39.36127841,-76.77849591,36
39.3358741,-76.48955226,6
39.35382483,-76.75836325,43
39.3642874,-76.78660691,36
39.38116419,-76.57947063,49
39.29598805,-76.50822043,31
39.39007193,-76.60511223,44
39.37766767,-76.60870671,51
39.39276792,-76.60452247,44
39.27487272,-76.71925664,35
39.27487272,-76.71925664,35
39.31223179,-76.73492342,33
39.27052056,-76.73356891,52
39.37263559,-76.60973668,51
39.39160712,-76.56553388,38
39.36364663,-76.71242237,48
39.35625138,-76.76555157,43
39.35681123,-76.76635178,43
39.28110148,-76.50574207,34
39.32104373,-76.45334244,45
39.40767425,-76.76343799,50
39.35334989,-76.7567566,43
39.37532895,-76.54145837,32
39.39522628,-76.52295381,40
39.38588988,-76.5324381,32
39.39283425,-76.52628779,40
39.33695285,-76.49013162,6
39.29166108,-76.51068404,31
39.38639984,-76.57673478,49
39.43213713,-76.7962164,46
39.35658321,-76.76620603,43
39.29559857,-76.5199692,31
39.53475207,-76.34755075,7
39.53566795,-76.34847745,7
39.53597875,-76.35053873,7
39.53475414,-76.34757757,7
38.93956301,-76.93056107,8
38.9394587,-76.93483114,8
38.94193712,-76.93549097,8
38.93943575,-76.93369791,8
38.93943575,-76.93369791,8
38.93912699,-76.93947405,8
38.93953381,-76.92925215,8
38.94251082,-76.93313599,8
38.9395505,-76.93193704,8
38.93942115,-76.93430007,8
38.93895591,-76.92343712,8
39.60438213,-75.83064079,9
39.60485537,-75.83132744,9
39.60364541,-75.8297047,9
39.60066225,-75.82793713,9
38.8156299,-76.99855506,55
38.95317278,-76.9662474,12
38.96687924,-76.95772246,56
38.96155178,-76.95467815,57
38.96617019,-76.94823951,57
38.9668,-76.95951819,56
38.95379396,-76.9653976,12
38.96694285,-76.96237877,56
38.96689176,-76.95765138,56
38.9575565,-76.959434,12
38.95407764,-76.96526349,12
38.9650701,-76.94993466,57
38.95638034,-76.96136355,12
38.96666653,-76.95242643,57
38.95470338,-76.9598186,12
38.96723377,-76.95759773,56
38.96131923,-76.95489407,57
38.95467835,-76.95965767,12
38.95344354,-76.96586967,12
38.95341017,-76.96573019,12
38.9670002,-76.95760846,56
38.96674995,-76.95794106,56
38.96800955,-76.95889592,56
38.95577235,-76.96250886,12
38.96692825,-76.96222991,56
38.96393454,-76.95169687,57
38.96806272,-76.96012437,56
39.0951053,-76.84127569,58
39.09671232,-76.83604002,58
39.09536654,-76.83863372,58
39.09338166,-76.84320688,58
39.09507095,-76.84064001,58
39.09351489,-76.84350729,58
39.09511362,-76.84166193,58
39.09528016,-76.83867931,58
38.95844521,-76.87035084,59
38.95350195,-76.88714147,60
38.95846294,-76.87039107,59
38.95594546,-76.87269777,59
38.95283656,-76.87861741,60
38.95702067,-76.87051177,59
38.95794047,-76.86880052,59
38.95120749,-76.96683526,12
38.94906315,-76.96764529,12
38.42594452,-75.05590968,61
38.42594452,-75.05590968,61
38.42594452,-75.05590968,61
38.34458873,-75.08064687,13
38.39711964,-75.06258354,62
38.37446687,-75.06968737,63
38.35073109,-75.07762671,13
38.33283894,-75.08618563,13
38.43241811,-75.05466163,61
38.40342886,-75.06052494,62
38.40342886,-75.06052494,62
38.42338603,-75.05619049,61
38.34426476,-75.0793004,13
38.42314217,-75.05632135,61
38.42157569,-75.05657539,61
38.38894123,-75.0654147,63
38.371228,-75.0703425,63
38.39145948,-75.06445706,63
38.38031865,-75.06801501,63
38.38740187,-75.0658229,63
38.40483353,-75.06023323,62
38.37404631,-75.06953716,63
38.35715478,-75.07480502,13
38.42839547,-75.0555253,61
38.34027614,-75.08150518,13
38.43530652,-75.05445175,61
38.42840177,-75.05547166,61
38.39695252,-75.06268144,62
38.34756533,-75.0794365,13
38.43682501,-75.05427003,61
38.35803184,-75.07469237,13
38.37584207,-75.06939769,63
38.38026188,-75.06807804,63
38.36162621,-75.07288992,13
38.35505,-75.07605667,13
38.33221722,-75.08710563,13
38.40020653,-75.06151333,62
38.37116124,-75.07037401,63
38.40933924,-75.05851865,62
38.33356902,-75.08507252,13
38.33415813,-75.0847654,13
38.37279304,-75.07018089,63
38.3634445,-75.07264617,13
38.36201633,-75.07298733,13
38.37452785,-75.06971017,63
38.35727883,-75.0752535,13
38.35893413,-75.07398963,13
38.4234228,-75.05607516,61
38.3818325,-75.06754227,63
38.40022965,-75.06161392,62
38.36476017,-75.07175765,13
38.37123694,-75.07052422,63
38.3819852,-75.06756792,63
38.38366066,-75.06672353,63
38.32729895,-75.08833408,13
38.425753,-75.05557882,61
38.38651895,-75.06583571,63
38.38235843,-75.06716092,63
38.44144673,-75.0535863,61
38.44144673,-75.0535863,61
38.3938535,-75.06375418,62
38.34915664,-75.07846892,13
38.32987437,-75.08706272,13
38.33565183,-75.08543633,13
38.42527722,-75.05573988,61
38.35704015,-75.07504776,13
38.34071582,-75.0812611,13
38.35254426,-75.07700443,13
38.42817694,-75.05535364,61
38.33354377,-75.08515835,13
38.33354377,-75.08515835,13
38.34005734,-75.08229241,13
38.33111787,-75.0864324,13
38.38027029,-75.0680995,63
38.3332408,-75.0868535,13
38.35591804,-75.07563114,13
38.35591804,-75.07563114,13
38.40043565,-75.06138325,62
38.33632095,-75.08366704,13
38.88699097,-76.89629316,64
38.94276325,-76.93365097,8
38.85285153,-76.95627809,65
38.84988538,-76.95428252,65
38.94952206,-76.88677669,60
38.98368384,-76.97823197,66
38.956372,-76.87129498,59
38.82944481,-76.94211602,67
38.97442398,-76.97939873,71
38.84874066,-76.95339203,65
38.84742046,-76.95250154,65
38.82076875,-77.00124264,55
38.98646302,-76.98342741,66
38.9825517,-76.97931021,66
38.9915249,-76.98730052,66
38.93942949,-76.9345133,8
38.85347712,-76.90913558,68
38.88769351,-76.88976869,64
38.97955343,-76.97844788,66
38.76674422,-76.88902438,69
38.88698262,-76.8961215,64
38.99083694,-76.98955894,66
38.80390675,-76.9851172,70
38.803659,-76.988222,70
38.97143371,-76.98030263,71
38.83940573,-76.94630429,65
39.00663644,-76.98018327,89
38.88705778,-76.89626098,64
38.95181657,-76.96864843,12
38.80355977,-76.98780209,70
38.96889688,-76.97279647,71
38.88699097,-76.89626098,64
38.96841828,-76.97062254,71
38.96841828,-76.97062254,71
38.8223235,-76.95030212,67
38.93488967,-76.93235949,8
38.98308129,-76.97911978,66
38.84885242,-76.92473263,72
38.84885242,-76.92473263,72
38.98678409,-76.98443055,66
38.98486599,-76.96933508,66
38.82369432,-76.94857478,67
38.82402866,-76.94887519,67
38.990048,-76.973895,66
38.9599886,-76.91761538,73
38.98401743,-76.97931558,66
38.98401743,-76.97931558,66
39.07392744,-76.84812069,74
38.96875195,-76.97296277,71
38.84881586,-76.92455292,72
38.85537475,-76.9059813,68
38.8527262,-76.91180706,68
38.76915861,-76.88311815,69
38.76725136,-76.88746333,69
38.99024487,-76.98745608,66
38.82645261,-76.94535613,67
38.84893284,-76.9535315,65
38.76674108,-76.88875481,69
38.9528011,-76.97133064,12
38.84709458,-76.95252031,65
38.84041793,-76.94735169,65
38.85026869,-76.95477873,65
38.85026869,-76.95477873,65
38.85203272,-76.96048915,65
38.98360461,-76.9760178,66
38.95319324,-76.92350149,73
38.85316798,-76.91040292,68
38.9915791,-76.98720932,66
38.99007079,-76.98760763,66
38.84086083,-76.94265246,65
38.84372709,-76.94971472,65
38.95333091,-76.92309782,73
38.76679964,-76.88882589,69
38.82628544,-76.94539905,67
38.84699431,-76.95215821,65
38.839439,-76.946318,65
38.85077942,-76.92233205,72
38.82249067,-76.95369244,67
38.95111571,-76.96699619,12
38.98408206,-76.97113752,66
38.96990307,-76.97638392,71
38.91214025,-76.88077927,75
38.9162725,-76.88309669,75
38.95236516,-76.88202918,60
38.91587181,-76.88370824,75
38.91587181,-76.88370824,75
38.91587181,-76.88370824,75
38.99017815,-76.98746681,66
38.8522604,-76.91510752,68
38.96135678,-76.86315984,76
38.82037588,-77.00068742,55
38.83586341,-76.94357514,65
38.85323169,-76.9104445,68
38.95078822,-76.88613161,60
38.98420195,-76.97168738,66
38.98298955,-76.97917342,66
38.98298955,-76.97917342,66
38.95757339,-76.92112505,73
38.99076188,-76.98956966,66
39.07367756,-76.84764862,74
38.8387633,-76.94848895,65
38.96416395,-76.8595469,76
38.96416395,-76.8595469,76
38.80421401,-76.98256776,70
38.80362143,-76.98757678,70
38.80362874,-76.98754594,70
38.81862882,-76.99976206,55
38.983565,-76.97090149,66
38.98365673,-76.97830439,66
38.98386106,-76.97988153,66
38.95202725,-76.96914062,12
38.99001137,-76.97388411,66
38.99310822,-76.98660716,66
38.9388662,-76.92640901,8
38.99005724,-76.97390825,66
38.97385575,-76.9825235,71
38.98529965,-76.98160886,66
38.99022819,-76.98747754,66
38.9847826,-76.98110461,66
38.96184481,-76.8622613,76
38.80408233,-76.98220968,70
39.07396076,-76.84967637,74
38.84925871,-76.95374608,65
38.83109548,-76.94115579,67
38.96231719,-76.86215401,76
38.96231719,-76.86215401,76
38.99019692,-76.9874534,66
38.98655058,-76.98425889,66
39.07371505,-76.84789002,74
38.8522792,-76.9151035,68
38.91689023,-76.88231617,75
38.88679263,-76.89798295,64
38.98524649,-76.98179528,66
38.81885975,-76.99988812,55
38.91634763,-76.88265681,75
38.99079941,-76.98952675,66
38.9871333,-76.98466927,66
38.81885975,-76.9998613,55
38.82111146,-77.00127482,55
38.9502949,-76.88652456,60
38.7676759,-76.88896671,69
38.8548651,-76.90666795,68
38.8549,-76.958048,65
38.85227502,-76.91509008,68
38.83145,-76.94226,65
38.99080775,-76.98943555,66
38.88701603,-76.89682961,64
38.9526092,-76.9707942,12
38.9716047,-76.97874427,71
38.98427805,-76.96880132,66
38.98405183,-76.97353542,66
38.98772644,-76.97528958,66
38.82404799,-76.94819324,67
38.84200568,-76.94827437,65
38.76812552,-76.88480258,69
38.80324518,-76.98983386,70
38.84650549,-76.92697763,72
38.76631863,-76.89362168,69
38.84213102,-76.94871426,65
38.84213102,-76.94871426,65
38.93907483,-76.92690253,8
38.98524649,-76.98175907,66
39.07567446,-76.8486625,74
38.95100411,-76.88601226,60
38.85311785,-76.90989196,68
38.98681536,-76.98444664,66
38.82092339,-77.00113535,55
38.8393326,-76.946657,65
38.81909694,-76.99997663,55
38.98704157,-76.9848302,66
38.85372882,-76.90812707,68
38.98590427,-76.98269516,66
39.08007667,-77.144365,77
39.08291333,-77.14681,77
39.09198065,-77.15315089,78
39.09198065,-77.15315089,78
39.07942833,-77.13807833,79
39.06837167,-77.12969333,79
39.07325486,-77.13445991,79
39.06286546,-77.12513924,80
39.069365,-77.13067,79
39.07397667,-77.13543333,79
39.11727569,-77.16902018,81
39.08950867,-77.15169083,78
39.08345,-77.14692333,77
39.08986,-77.15252333,78
39.08999167,-77.15239333,78
39.07707333,-77.13926333,79
39.078675,-77.13873167,79
39.08196045,-77.14913964,77
39.07353667,-77.13403167,79
39.07353667,-77.13403167,79
39.07647,-77.13926,79
39.08122167,-77.14769,77
39.11785837,-77.16986775,81
39.09451,-77.15309667,78
39.08189382,-77.14920402,77
39.08189382,-77.14920402,77
39.05963317,-77.12222636,80
38.36274086,-75.59164524,15
38.36266515,-75.59178472,15
38.88718305,-76.89649701,64
38.88742106,-76.89351976,64
38.98825,-76.98681667,66
38.98902,-76.98776,66
38.99062116,-76.98955894,66
38.99062116,-76.98955894,66
38.98581167,-76.98761333,66
38.992718,-76.991393,66
38.985899,-76.988181,66
38.98634,-76.98856167,66
39.13965754,-77.1964176,82
39.137645,-77.19422833,82
39.14614584,-77.20441461,83
39.13965546,-77.196486,82
39.14376194,-77.22382441,84
38.93804838,-76.93828583,8
38.82108639,-76.88654065,85
38.82108639,-76.88654065,85
38.82116998,-76.88661575,85
38.82116998,-76.88661575,85
38.82116998,-76.88661575,85
38.988125,-77.09497,86
39.11931,-77.17144167,81
38.98662833,-77.09057333,86
38.98352333,-77.093235,86
39.181275,-77.237905,87
39.18114333,-77.26191833,88
39.01147833,-76.97918,89
39.03623167,-77.03778167,90
38.98281167,-77.09328167,86
38.98384333,-77.09389,86
39.17847703,-77.23839954,87
39.08397741,-77.07787201,91
38.98785167,-77.09937333,86
38.98103486,-77.09271938,86
39.176967,-77.2383821,87
39.0777754,-77.13333607,79
39.05998514,-77.08942294,92
39.03868633,-77.05080584,93
39.06215333,-77.12398333,80
39.135705,-77.19216167,82
39.14518272,-77.20309764,83
38.98367333,-77.09318,86
39.11742167,-77.16875167,81
38.99540653,-77.03855753,16
39.07672667,-77.0803,91
39.04081129,-77.05160379,93
38.97980167,-77.09194667,86
39.06792499,-77.07523137,99
38.993415,-77.03198667,16
39.02520174,-77.04608917,94
39.07991333,-77.080315,91
39.05046833,-77.07252167,95
38.97723333,-77.09056,86
38.992025,-77.095665,86
39.06151591,-77.09187984,92
39.04516101,-77.05215365,93
38.99394417,-77.03144968,16
39.03660833,-77.05022833,93
39.01791041,-76.97699413,89
39.146945,-77.20524667,83
39.0042447,-77.11063385,97
38.97484667,-77.09015667,86
39.03602,-77.03609333,90
39.0375,-77.05092667,93
39.04270333,-77.051935,93
39.041405,-77.058375,93
38.98339833,-77.09288333,86
38.98552833,-77.095945,86
38.961205,-77.08555667,96
38.99185,-77.00989833,66
39.08511469,-77.14820623,77
39.02205333,-76.97723333,89
38.99255474,-76.99164033,66
39.06329864,-77.07331896,99
38.98973202,-77.02835709,16
38.99837333,-77.03082167,16
39.0777,-77.070905,91
39.020875,-77.01510667,17
38.99662333,-77.00298667,66
39.17761156,-77.23842904,87
39.06005167,-77.089165,92
39.13928333,-77.196055,82
39.178895,-77.23851,87
39.18266182,-77.25869447,88
38.99536167,-77.00674833,66
39.144595,-77.22561167,84
39.144595,-77.22561167,84
39.144595,-77.22561167,84
39.05307167,-77.077145,95
39.089775,-77.07976,91
38.98417667,-77.09098833,86
39.00139743,-76.99550807,66
38.98397573,-77.09136084,86
39.08431333,-77.078245,91
39.02158667,-76.97838,89
38.99282158,-77.03160524,16
39.02128167,-77.04459667,94
39.02128167,-77.04459667,94
38.99449764,-77.03621864,16
39.08044333,-77.08018333,91
39.06304873,-77.07349062,99
38.96293667,-77.08654,96
39.03910167,-77.05091,93
39.036605,-77.06172,93
39.03885167,-77.050735,93
39.03984167,-77.05149333,93
38.98834667,-77.09484833,86
38.99596167,-77.02816167,16
39.05341,-77.050689,93
38.99830824,-77.0306021,16
39.04961333,-77.05171667,93
38.99529667,-77.03877833,16
38.99485167,-77.03069833,16
38.98731781,-77.0994705,86
39.02051333,-76.97672333,89
39.059225,-77.12142833,80
39.07171185,-77.13299274,79
39.05347833,-77.05083,93
39.06003,-77.08921167,92
39.01136446,-76.97909832,89
38.9982332,-77.00356007,66
38.99899404,-76.99782282,66
