"LATITUDE","LONGITUDE","pre"
38.99974863,-76.99305989,66
39.14748167,-77.205925,83
39.01030333,-77.11492167,97
39.01515533,-76.9780485,89
39.01515533,-76.9780485,89
39.03855333,-77.051755,93
39.08553333,-77.07890333,91
39.07991,-77.08024833,91
39.08391667,-77.07775833,91
39.015665,-76.977605,89
39.18418,-77.26321,88
38.99483118,-76.99300289,66
38.99374833,-77.00917167,66
38.9996788,-76.99525595,66
38.9996788,-76.99525595,66
39.0841,-77.08213833,91
39.053,-77.05,93
39.03717167,-77.05171,93
39.07914963,-77.07280397,91
38.99844582,-77.00106025,66
38.99862667,-77.00000667,66
38.99862667,-77.00000667,66
39.06315806,-77.0501259,93
39.036108,-77.036404,90
39.036108,-77.036404,90
39.04842167,-77.06903167,95
39.06319659,-77.05016613,93
39.0580305,-77.04965785,93
39.04960212,-77.0709157,95
39.05165333,-77.07509,95
39.07908,-77.07245167,91
39.08396833,-77.07845,91
39.06028667,-77.08915833,92
39.08200333,-77.077005,91
38.99418,-77.03288167,16
39.06338667,-77.04991333,93
39.03997,-77.05110667,93
38.99734667,-77.029575,16
38.99486333,-77.03616333,16
39.02171333,-77.04463,94
39.17533667,-77.23818667,87
39.06159333,-77.05088667,93
39.04110833,-77.053285,93
38.98217167,-77.093205,86
39.00713667,-77.11219,97
39.03357,-77.0238,98
39.033415,-77.02409333,98
39.042895,-77.0529,93
38.99944794,-77.03172594,16
39.06174,-77.12406167,80
38.99755333,-77.02970333,16
38.99769833,-77.02968333,16
39.07884147,-77.07236409,91
39.0372884,-77.05765218,93
39.05179833,-77.07453833,95
39.03875,-77.04170667,90
39.05956,-77.047535,93
39.03860833,-77.054455,93
39.058355,-77.04861667,93
39.08513759,-77.07868874,91
39.03588833,-77.02837,98
39.18203333,-77.26057833,88
39.06229667,-77.1241,80
39.06229667,-77.1241,80
39.009605,-77.11462167,97
38.97847962,-77.09127232,86
39.02323333,-76.97833667,89
39.053245,-77.05103333,93
39.05656333,-77.05006667,93
39.17842245,-77.23861814,87
39.14534667,-77.21987667,84
39.18467833,-77.26293833,88
39.00864833,-77.113435,97
39.08771167,-77.07945667,91
39.063535,-77.07347167,99
39.03350699,-77.02369004,98
39.04182333,-77.05241167,93
39.039435,-77.05494333,93
39.02143,-77.04466,94
39.02143,-77.04466,94
39.02116754,-77.0445013,94
39.09092519,-77.15305567,78
38.990655,-77.09964167,86
39.01540339,-76.97794229,89
39.01145616,-76.97879657,89
38.99442259,-77.03610063,16
38.98545667,-77.02731,16
39.14612504,-77.20415711,83
38.995755,-77.027755,16
38.97686667,-77.09065,86
38.964665,-77.08758833,96
39.17996167,-77.26466167,88
38.98105467,-77.09281325,86
39.00292738,-77.10989356,97
38.97717641,-77.09067822,86
38.96594913,-77.08818644,96
39.07996167,-77.07373383,91
38.99429,-77.03634833,16
39.04942333,-77.07088667,95
39.05325562,-77.05094397,93
39.0565611,-77.07360595,95
39.18076775,-77.23862886,87
39.08308,-77.078195,91
38.96738392,-77.08868265,96
39.03987167,-77.05632667,93
39.03668,-77.06152,93
39.03668,-77.06152,93
39.03638333,-77.027125,98
39.04195667,-77.051715,93
39.04029881,-77.05611527,93
39.08232689,-77.07722157,91
39.05252,-77.05076,93
38.99583596,-77.00596333,66
39.07634285,-77.138502,79
38.99267667,-77.03617833,16
38.99761097,-77.02974513,16
38.99469,-77.03069333,16
38.99820667,-77.00123167,66
39.08438183,-77.07791626,91
39.04119253,-77.05307499,93
39.17876167,-77.26707333,88
39.08314096,-77.07761317,91
39.01971092,-77.01315299,17
39.06450833,-77.074015,99
38.99418,-76.99272,66
39.14588333,-77.22,84
39.05,-77.05,93
39.116905,-77.16849167,81
38.98573833,-77.09561667,86
39.14603767,-77.22830772,84
39.11569,-77.166265,81
38.3282921,-75.08914948,13
39.59785335,-75.82692827,9
39.59785335,-75.82692827,9
39.612896,-75.947268,101
38.40933189,-75.05879626,62
38.96122817,-76.86359283,76
39.35273004,-76.75534,43
39.19728797,-76.61125578,25
38.6246765,-76.9082135,18
38.62317083,-76.90639017,18
38.46991004,-76.78876,100
38.46991004,-76.78876,100
38.46991004,-76.78876,100
38.46991004,-76.78876,100
38.46991004,-76.78876,100
38.46991004,-76.78876,100
38.46991004,-76.78876,100
39.6087255,-75.95021017,101
38.623431,-76.906595,18
39.61223043,-75.94723105,101
39.60914433,-75.94795417,101
38.96489075,-76.94016874,20
38.95703318,-76.92165747,73
38.964531,-76.93910122,20
38.95544592,-76.92295432,73
38.95373556,-76.92367315,73
38.95597779,-76.9224903,73
38.95643979,-76.92221001,73
38.95917937,-76.91992074,73
38.96000946,-76.91747189,73
38.95708324,-76.92163534,73
38.95394414,-76.92337543,73
38.9574545,-76.92154348,73
38.9574545,-76.92154348,73
38.95885818,-76.91978931,73
38.9542591,-76.92329898,73
38.96017527,-76.91764757,73
38.62225667,-76.90277,18
38.62361333,-76.90846333,18
38.62903667,-76.91192667,18
39.51928532,-76.1855346,21
