LATITUDE,LONGITUDE,pre
38.99007079,-76.98760763,69
38.98408206,-76.97113752,69
38.99017815,-76.98746681,69
38.98420195,-76.97168738,69
38.98298955,-76.97917342,69
38.98298955,-76.97917342,69
38.99076188,-76.98956966,69
38.983565,-76.97090149,69
38.98365673,-76.97830439,69
38.98386106,-76.97988153,69
38.99001137,-76.97388411,69
38.99310822,-76.98660716,69
38.99005724,-76.97390825,69
38.98529965,-76.98160886,69
38.99022819,-76.98747754,69
38.9847826,-76.98110461,69
38.99019692,-76.9874534,69
38.98655058,-76.98425889,69
38.98524649,-76.98179528,69
38.98700091,-76.98446274,69
38.99079941,-76.98952675,69
38.9871333,-76.98466927,69
38.99080775,-76.98943555,69
38.98427805,-76.96880132,69
38.98405183,-76.97353542,69
38.98772644,-76.97528958,69
38.98524649,-76.98175907,69
38.98681536,-76.98444664,69
38.98704157,-76.9848302,69
38.98590427,-76.98269516,69
38.98825,-76.98681667,69
38.98902,-76.98776,69
38.99062116,-76.98955894,69
38.99062116,-76.98955894,69
38.98581167,-76.98761333,69
38.992718,-76.991393,69
38.985899,-76.988181,69
38.98634,-76.98856167,69
38.99185,-77.00989833,69
38.99255474,-76.99164033,69
38.99662333,-77.00298667,69
38.99536167,-77.00674833,69
39.00139743,-76.99550807,69
38.9982332,-77.00356007,69
38.99899404,-76.99782282,69
38.99974863,-76.99305989,69
38.99483118,-76.99300289,69
38.99374833,-77.00917167,69
38.9996788,-76.99525595,69
38.9996788,-76.99525595,69
38.99844582,-77.00106025,69
38.99862667,-77.00000667,69
38.99862667,-77.00000667,69
38.99583596,-77.00596333,69
38.99820667,-77.00123167,69
38.99821,-77.00249833,69
38.99418,-76.99272,69
38.85285153,-76.95627809,68
38.84988538,-76.95428252,68
38.84874066,-76.95339203,68
38.84742046,-76.95250154,68
38.83940573,-76.94630429,68
38.84893284,-76.9535315,68
38.84709458,-76.95252031,68
38.84041793,-76.94735169,68
38.85026869,-76.95477873,68
38.85026869,-76.95477873,68
38.85203272,-76.96048915,68
38.84923365,-76.95643902,68
38.84086083,-76.94265246,68
38.84372709,-76.94971472,68
38.84699431,-76.95215821,68
38.839439,-76.946318,68
38.83586341,-76.94357514,68
38.8387633,-76.94848895,68
38.84925871,-76.95374608,68
38.8549,-76.958048,68
38.83145,-76.94226,68
38.84200568,-76.94827437,68
38.84213102,-76.94871426,68
38.84213102,-76.94871426,68
38.8393326,-76.946657,68
38.88699097,-76.89629316,67
38.88769351,-76.88976869,67
38.88698262,-76.8961215,67
38.88705778,-76.89626098,67
38.88699097,-76.89626098,67
38.88679263,-76.89798295,67
38.88701603,-76.89682961,67
38.88718305,-76.89649701,67
38.88742106,-76.89351976,67
38.37446687,-75.06968737,66
38.38894123,-75.0654147,66
38.371228,-75.0703425,66
38.39145948,-75.06445706,66
38.38031865,-75.06801501,66
38.38740187,-75.0658229,66
38.37404631,-75.06953716,66
38.37584207,-75.06939769,66
38.38026188,-75.06807804,66
38.37116124,-75.07037401,66
38.37279304,-75.07018089,66
38.37452785,-75.06971017,66
38.3818325,-75.06754227,66
38.37123694,-75.07052422,66
38.3819852,-75.06756792,66
38.38366066,-75.06672353,66
38.38651895,-75.06583571,66
38.38235843,-75.06716092,66
38.38027029,-75.0680995,66
38.39711964,-75.06258354,65
38.40342886,-75.06052494,65
38.40342886,-75.06052494,65
38.40483353,-75.06023323,65
38.39695252,-75.06268144,65
38.40020653,-75.06151333,65
38.40933924,-75.05851865,65
38.40022965,-75.06161392,65
38.3938535,-75.06375418,65
38.40043565,-75.06138325,65
38.40933189,-75.05879626,65
38.42594452,-75.05590968,64
38.42594452,-75.05590968,64
38.42594452,-75.05590968,64
38.43241811,-75.05466163,64
38.42338603,-75.05619049,64
38.42314217,-75.05632135,64
38.42157569,-75.05657539,64
38.42839547,-75.0555253,64
38.43530652,-75.05445175,64
38.42840177,-75.05547166,64
38.43682501,-75.05427003,64
38.4234228,-75.05607516,64
38.425753,-75.05557882,64
38.44144673,-75.0535863,64
38.44144673,-75.0535863,64
38.42527722,-75.05573988,64
38.42817694,-75.05535364,64
38.95844521,-76.87035084,63
38.95846294,-76.87039107,63
38.95594546,-76.87269777,63
38.95702067,-76.87051177,63
38.95794047,-76.86880052,63
38.956372,-76.87129498,63
38.94835392,-76.88794076,62
38.95350195,-76.88714147,62
38.95283656,-76.87861741,62
38.94952206,-76.88677669,62
38.95236516,-76.88202918,62
38.95078822,-76.88613161,62
38.9502949,-76.88652456,62
38.95100411,-76.88601226,62
39.0951053,-76.84127569,61
39.09671232,-76.83604002,61
39.09536654,-76.83863372,61
39.09338166,-76.84320688,61
39.09507095,-76.84064001,61
39.09351489,-76.84350729,61
39.09511362,-76.84166193,61
39.09528016,-76.83867931,61
38.96155178,-76.95467815,60
38.96617019,-76.94823951,60
38.9650701,-76.94993466,60
38.96666653,-76.95242643,60
38.96131923,-76.95489407,60
38.96393454,-76.95169687,60
38.96687924,-76.95772246,59
38.9668,-76.95951819,59
38.96694285,-76.96237877,59
38.96689176,-76.95765138,59
38.96723377,-76.95759773,59
38.9670002,-76.95760846,59
38.96674995,-76.95794106,59
38.96800955,-76.95889592,59
38.96692825,-76.96222991,59
38.96806272,-76.96012437,59
38.8156299,-76.99855506,58
38.82076875,-77.00124264,58
38.82037588,-77.00068742,58
38.81862882,-76.99976206,58
38.81885975,-76.99988812,58
38.81885975,-76.9998613,58
38.82111146,-77.00127482,58
38.82092339,-77.00113535,58
38.81909694,-76.99997663,58
39.61885265,-75.8380276,57
39.61541868,-75.83789885,57
39.61244016,-75.83684206,57
39.61111668,-75.83987296,57
39.61248252,-75.83701238,57
39.37619976,-76.72449231,55
39.37511332,-76.7234838,55
39.37375317,-76.72213197,55
39.3766476,-76.72632694,55
39.3766476,-76.72632694,55
39.32155002,-76.50589228,54
39.32171395,-76.50599822,54
39.31909738,-76.5116322,54
39.31886082,-76.51129961,54
39.31940863,-76.51093483,54
39.32155002,-76.50878906,54
39.27198238,-76.73143387,53
39.27077493,-76.73719525,53
39.27198031,-76.73191667,53
39.27147573,-76.73381567,53
39.27128677,-76.73507765,53
39.27192217,-76.73191398,53
39.27052056,-76.73356891,53
39.372534,-76.60973668,52
39.37254928,-76.60990298,52
39.3767658,-76.60894543,52
39.37411809,-76.60966158,52
39.37766767,-76.60870671,52
39.37263559,-76.60973668,52
39.40337492,-76.75696313,51
39.40749603,-76.76308125,51
39.40474796,-76.75916791,51
39.40414279,-76.7580682,51
39.40601631,-76.76710725,51
39.40358735,-76.75746202,51
39.40625671,-76.76130295,51
39.40767425,-76.76343799,51
39.38401996,-76.57751799,50
39.38208883,-76.57895967,50
39.3846678,-76.57700568,50
39.38487096,-76.57814562,50
39.3775101,-76.57949209,50
39.38116419,-76.57947063,50
39.38639984,-76.57673478,50
39.35946175,-76.70975089,49
39.36714697,-76.71597496,49
39.3671309,-76.71599105,49
39.36784323,-76.71703292,49
39.36874363,-76.71757221,49
39.36376068,-76.71245322,49
39.36364663,-76.71242237,49
39.31269975,-76.4647606,48
39.31148989,-76.4675045,48
39.31377678,-76.46271408,48
39.31440245,-76.46227688,48
39.312486,-76.46533594,48
39.44769023,-76.81504503,47
39.45138932,-76.81946263,47
39.45042107,-76.81852922,47
39.44717967,-76.81447506,47
39.45097303,-76.81909516,47
39.44696426,-76.81411028,47
39.44845347,-76.81592077,47
39.4345233,-76.79858029,46
39.43098698,-76.79437995,46
39.43546484,-76.7996344,46
39.43476775,-76.7988123,46
39.43327619,-76.7969656,46
39.43777151,-76.80261701,46
39.4363753,-76.79623604,46
39.43775079,-76.80258751,46
39.43470561,-76.79878414,46
39.43213713,-76.7962164,46
39.31974063,-76.45505905,45
39.31940863,-76.45692587,45
39.32001454,-76.45491958,45
39.32001454,-76.45491958,45
39.32104373,-76.45334244,45
39.40182288,-76.60455805,44
39.40239356,-76.60299897,44
39.4004702,-76.60240889,44
39.39823174,-76.60298824,44
39.39974064,-76.60259128,44
39.40833949,-76.60085857,44
39.39962042,-76.60263821,44
39.39428938,-76.60415232,44
39.40208061,-76.60202131,44
39.38786007,-76.60594538,44
39.39943768,-76.60268247,44
39.39935098,-76.60269454,44
39.40328683,-76.60175443,44
39.39298143,-76.60450637,44
39.40594481,-76.60145134,44
39.39944839,-76.60269588,44
39.39007193,-76.60511223,44
39.39276792,-76.60452247,44
39.35411105,-76.75937176,43
39.35381706,-76.7585101,43
39.35528907,-76.76281571,43
39.35595393,-76.7653426,43
39.35528907,-76.76289082,43
39.35285938,-76.75580174,43
39.35411831,-76.75933823,43
39.35420645,-76.75960377,43
39.35636337,-76.7656146,43
39.35296723,-76.75603643,43
39.35745272,-76.76870228,43
39.35382483,-76.75836325,43
39.35625138,-76.76555157,43
39.35681123,-76.76635178,43
39.35334989,-76.7567566,43
39.35658321,-76.76620603,43
39.35273004,-76.75534,43
39.34369051,-76.73023224,42
39.34076983,-76.72280788,42
39.34274359,-76.72782764,42
39.34191074,-76.72559738,42
39.34272803,-76.72779143,42
39.34229864,-76.7266354,42
39.34530845,-76.73472762,42
39.37325555,-76.56781912,41
39.37344772,-76.56647378,41
39.37324726,-76.56799614,41
39.3731581,-76.56790763,41
39.37314014,-76.56770378,41
39.39096867,-76.52803659,40
39.39096867,-76.52803659,40
39.39214607,-76.52694225,40
39.39534777,-76.52303148,40
39.3923181,-76.52652463,40
39.38981768,-76.52858645,40
39.39522628,-76.52295381,40
39.39283425,-76.52628779,40
39.3722603,-76.80621386,39
39.37370445,-76.80938154,39
39.37337166,-76.80859566,39
39.37420485,-76.80989988,39
39.37246557,-76.80649951,39
39.37420103,-76.81044102,39
39.39584085,-76.56316549,38
39.39314518,-76.56409085,38
39.39817163,-76.56381324,38
39.39859057,-76.56404391,38
39.39160712,-76.56553388,38
39.30958892,-76.47268653,37
39.30916555,-76.47361994,37
39.30906594,-76.4744997,37
39.30921744,-76.47364944,37
39.30806615,-76.47652209,37
39.30829478,-76.47577622,37
39.36116228,-76.77827597,36
39.36347347,-76.78429618,36
39.36340193,-76.78433776,36
39.36275182,-76.78240657,36
39.36141113,-76.77887678,36
39.36186218,-76.78010926,36
39.36350976,-76.78441286,36
39.35945553,-76.77371487,36
39.36317357,-76.7834208,36
39.3627767,-76.78241864,36
39.36170353,-76.77961841,36
39.36302392,-76.7825751,36
39.36263258,-76.78218931,36
39.36127841,-76.77849591,36
39.3642874,-76.78660691,36
39.27525476,-76.71810865,35
39.27558386,-76.71722889,35
39.27730823,-76.71249211,35
39.27595864,-76.71600044,35
39.27488102,-76.71926737,35
39.27487272,-76.71926737,35
39.27487272,-76.71925664,35
39.27487272,-76.71925664,35
39.31183853,-76.7305541,34
39.31183853,-76.7305541,34
39.31192154,-76.73169136,34
39.31217057,-76.73797846,34
39.31277238,-76.74700677,34
39.31236149,-76.74352527,34
39.31208756,-76.7401886,34
39.31206784,-76.73933834,34
39.31200455,-76.73943758,34
39.31200455,-76.73943758,34
39.31273918,-76.7486161,34
39.31241129,-76.73489928,34
39.31241129,-76.73489928,34
39.31287615,-76.75056338,34
39.31258561,-76.7499733,34
39.31197134,-76.73059702,34
39.31224528,-76.74056411,34
39.31223179,-76.73492342,34
39.37655637,-76.54043913,33
39.37905365,-76.53830409,33
39.38319071,-76.53451681,33
39.38319071,-76.53451681,33
39.38319071,-76.53451681,33
39.37967459,-76.53773546,33
39.37930037,-76.53826252,33
39.37888572,-76.53850794,33
39.37252778,-76.54390991,33
39.3835079,-76.53438672,33
39.37532895,-76.54145837,33
39.38588988,-76.5324381,33
39.29492527,-76.51168317,32
39.28357622,-76.5064019,32
39.29509963,-76.511482,32
39.29509963,-76.511482,32
39.2836385,-76.50643677,32
39.27816157,-76.50466919,32
39.29045188,-76.50611222,32
39.29743481,-76.5022552,32
39.29160665,-76.51048495,32
39.29559574,-76.50919676,32
39.28799607,-76.50518149,32
39.28069455,-76.50521502,32
39.28702244,-76.50595665,32
39.29625029,-76.50687397,32
39.29276438,-76.5143922,32
39.29276438,-76.5143922,32
39.29276438,-76.5143922,32
39.29496452,-76.51167378,32
39.29409704,-76.51890635,32
39.29325842,-76.50263071,32
39.29498132,-76.51175827,32
39.291681,-76.51072,32
39.29598805,-76.50822043,32
39.28110148,-76.50574207,32
39.29166108,-76.51068404,32
39.29559857,-76.5199692,32
39.15167884,-76.63512111,31
39.14895608,-76.63824856,31
39.15008139,-76.63688064,31
39.1484007,-76.638726,31
39.14723584,-76.63988471,31
39.14719007,-76.64012074,31
39.1490164,-76.63156986,31
39.21422257,-76.64398581,30
39.21312312,-76.64275608,30
39.21640232,-76.6432777,30
39.21311607,-76.64291617,30
39.21849112,-76.63960907,30
39.22138897,-76.64363027,30
39.21473672,-76.64360225,30
39.21873517,-76.63842559,30
39.21873517,-76.63842559,30
39.07564322,-76.54436588,29
39.07432724,-76.54310592,29
39.07864158,-76.54702663,29
39.07562013,-76.54498432,29
39.07458544,-76.54293895,29
39.07611381,-76.54242396,29
39.15912482,-76.61924243,28
39.16082605,-76.61664069,28
39.15822635,-76.61877036,28
39.15822635,-76.61877036,28
39.15861735,-76.61929607,28
39.22096923,-76.61342333,27
39.21087098,-76.6148538,27
39.21087098,-76.6148538,27
39.21836287,-76.60831638,27
39.21804625,-76.61387038,27
39.21578097,-76.61456667,27
39.21812398,-76.61401749,27
39.21611578,-76.6144806,27
39.21807411,-76.61412477,27
39.21814061,-76.61256909,27
39.21327786,-76.61474705,27
39.2245105,-76.61343477,27
39.21575499,-76.61472559,27
39.18169816,-76.6135186,26
39.1833814,-76.6126178,26
39.19388218,-76.60935077,26
39.19990148,-76.61360979,26
39.19129132,-76.61390552,26
39.17769107,-76.61649533,26
39.17769107,-76.61649533,26
39.17769107,-76.61649533,26
39.17769107,-76.61649533,26
39.19435565,-76.61330938,26
39.1867919,-76.61307107,26
39.1867919,-76.61307107,26
39.18746224,-76.61375999,26
39.18228654,-76.61476046,26
39.18227303,-76.61472559,26
39.1936655,-76.61345959,26
39.19256896,-76.61180735,26
39.19221868,-76.61370635,26
39.18833539,-76.61297679,26
39.18136492,-76.61168128,26
39.1807085,-76.61566436,26
39.19363224,-76.61355615,26
39.19477139,-76.61504745,26
39.18279833,-76.61260333,26
39.19728797,-76.61125578,26
39.17273353,-76.63332403,25
39.17052892,-76.61946735,25
39.16572154,-76.62590504,25
39.16869944,-76.62144184,25
39.17184355,-76.63257837,25
39.17113327,-76.62129823,25
39.16588375,-76.62673116,25
39.16903365,-76.62871062,25
39.1687858,-76.63167677,25
39.16658133,-76.6239016,25
39.17191009,-76.61957502,25
39.16681123,-76.62206411,25
39.17195058,-76.63266958,25
39.16400333,-76.62589978,25
39.17067667,-76.62033667,25
39.16381663,-76.62557244,25
39.16684577,-76.62272302,25
39.167485,-76.62212849,25
39.17102842,-76.6213131,25
39.16488971,-76.62497163,25
39.1649313,-76.62492871,25
39.17267946,-76.63322479,25
39.17172919,-76.63248718,25
39.17234545,-76.63252397,25
39.16380831,-76.62556171,25
38.98045001,-76.52549654,24
38.97995377,-76.52192518,24
38.98014559,-76.52417421,24
38.98112139,-76.5282619,24
38.98074608,-76.52711391,24
38.97756008,-76.49007797,23
38.9783274,-76.49108648,23
38.97549994,-76.48614049,23
38.98113807,-76.49475038,23
38.98193037,-76.48946643,23
38.98465333,-76.49372444,23
38.97784783,-76.49751306,23
38.98099837,-76.49045616,23
38.97823983,-76.49590373,23
38.9783837,-76.49334356,23
38.9783837,-76.49334356,23
38.97815851,-76.49655282,23
38.978189,-76.493138,23
38.98018729,-76.49133325,23
38.97821898,-76.49317861,23
38.97814391,-76.4962846,23
38.97820855,-76.49628058,23
38.97832949,-76.49521977,23
38.97771751,-76.49441645,23
39.52293095,-76.1843732,22
39.51769107,-76.18176207,22
39.51901737,-76.18498877,22
39.51876236,-76.18437722,22
39.52284612,-76.18438929,22
39.51928532,-76.1855346,22
38.96979672,-76.93834215,21
38.96316497,-76.93929568,21
38.96717225,-76.93865329,21
38.96489075,-76.94016874,21
38.964531,-76.93910122,21
39.25375725,-76.66798353,20
39.24860202,-76.67077303,20
39.24868925,-76.67070866,20
39.2485397,-76.67077303,20
39.24906833,-76.66933268,20
38.62708333,-76.910006,19
38.62441462,-76.91253662,19
38.6246765,-76.9082135,19
38.62317083,-76.90639017,19
38.623431,-76.906595,19
38.62225667,-76.90277,19
38.62361333,-76.90846333,19
38.62903667,-76.91192667,19
39.02155333,-77.012305,18
39.02163432,-77.01216459,18
39.020365,-77.01277,18
39.02033333,-77.01328667,18
39.02016624,-77.0127064,18
39.01980052,-77.01337695,18
39.020875,-77.01510667,18
39.01971092,-77.01315299,18
38.99617833,-77.02912667,17
38.992996,-77.02717,17
38.98628167,-77.02696833,17
38.99150667,-77.02683833,17
38.99361833,-77.02660833,17
38.98887725,-77.02685237,17
38.99764432,-77.02704012,17
38.99732434,-77.02731371,17
38.98569167,-77.02673833,17
38.990735,-77.02665,17
38.99976333,-77.02590333,17
38.997555,-77.02683333,17
38.994665,-77.02704833,17
38.99502667,-77.02572667,17
38.99350333,-77.026545,17
38.99769122,-77.02699184,17
38.98448341,-77.0261094,17
38.99259167,-77.02651333,17
38.99273333,-77.026605,17
38.992955,-77.02671289,17
38.98898833,-77.02691667,17
38.99540653,-77.03855753,17
38.993415,-77.03198667,17
38.99394417,-77.03144968,17
38.98973202,-77.02835709,17
38.99837333,-77.03082167,17
38.99282158,-77.03160524,17
38.99449764,-77.03621864,17
38.99596167,-77.02816167,17
38.99830824,-77.0306021,17
38.99529667,-77.03877833,17
38.99485167,-77.03069833,17
38.99418,-77.03288167,17
38.99734667,-77.029575,17
38.99486333,-77.03616333,17
38.99944794,-77.03172594,17
38.99755333,-77.02970333,17
38.99769833,-77.02968333,17
38.99442259,-77.03610063,17
