0,cartodb_id,pre,longitude,latitude
0101000020E610000043377F3C094553C0EA5ADEC9E58A4340,1566,114,-77.07868874,39.08513759
0101000020E610000057C66DD1154553C05310D1223A8B4340,1580,114,-77.07945667,39.08771167
0101000020E61000005D1D190EB84453C0B2CA1A2F3C8A4340,1604,114,-77.07373383,39.07996167
0101000020E61000007CED9925014553C0D1798D5DA28A4340,1610,114,-77.078195,39.08308
0101000020E6100000886CBD32F14453C0D11002B0898A4340,1618,114,-77.07722157,39.08232689
0101000020E6100000B4217B94FC4453C0021D1806CD8A4340,1626,114,-77.07791626,39.08438183
0101000020E6100000E4B83A9DF74453C03B14EC5CA48A4340,1629,114,-77.07761317,39.08314096
0101000020E61000007342CF036B4253C05FDD463DA3844340,1411,113,-77.03778167,39.03623167
0101000020E61000000AFD655A4F4253C03F00A94D9C844340,1446,113,-77.03609333,39.03602
0101000020E6100000645C7171544253C0DE8FDB2F9F844340,1530,113,-77.036404,39.036108
0101000020E6100000645C7171544253C0DE8FDB2F9F844340,1531,113,-77.036404,39.036108
0101000020E610000034EB7352AB4253C0295C8FC2F5844340,1562,113,-77.04170667,39.03875
0101000020E6100000202F9C52BB3E53C085617E76D9804340,1194,112,-76.98018327,39.00663644
0101000020E61000006D3997E2AA3E53C03AFB351F78814340,1410,112,-76.97918,39.01147833
0101000020E6100000F92E6312873E53C09E9A68E34A824340,1442,112,-76.97699413,39.01791041
0101000020E6100000513AAAFD8A3E53C0178FBDA4D2824340,1455,112,-76.97723333,39.02205333
0101000020E6100000DFC325C79D3E53C0FBD61C5AC3824340,1479,112,-76.97838,39.02158667
0101000020E6100000C6E591A2823E53C0B4BD482EA0824340,1499,112,-76.97672333,39.02051333
0101000020E6100000FDFDFF8BA93E53C0B304006474814340,1504,112,-76.97909832,39.01136446
0101000020E6100000B859BC58983E53C0E45A1F9CF0814340,1510,112,-76.9780485,39.01515533
0101000020E6100000B859BC58983E53C0E45A1F9CF0814340,1511,112,-76.9780485,39.01515533
0101000020E6100000FDD98F14913E53C08E588B4F01824340,1516,112,-76.977605,39.015665
0101000020E61000002A8868119D3E53C07A434C4FF9824340,1573,112,-76.97833667,39.02323333
0101000020E6100000393B429B963E53C0162600BDF8814340,1590,112,-76.97794229,39.01540339
0101000020E610000091655E9AA43E53C0D5443C6577814340,1591,112,-76.97879657,39.01145616
0101000020E6100000AB641945C35053C0881E63B42F974340,1409,111,-77.26191833,39.18114333
0101000020E6100000961340738E5053C05D90677661974340,1468,111,-77.25869447,39.18266182
0101000020E6100000BB7EC16ED85053C0E449D23593974340,1517,111,-77.26321,39.18418
0101000020E61000005D59BB50AD5053C0E5903FDE4C974340,1568,111,-77.26057833,39.18203333
0101000020E6100000C00D4AFBD35053C0A0D01D8AA3974340,1578,111,-77.26293833,39.18467833
0101000020E6100000E7498037F05053C07E97E7FB08974340,1599,111,-77.26466167,39.17996167
0101000020E6100000F77EBCBA175153C0D43693A9E1964340,1628,111,-77.26707333,39.17876167
0101000020E610000083A3E4D5394F53C08C4AEA0434974340,1408,110,-77.237905,39.181275
0101000020E61000009DEB24F0414F53C0F777D755D8964340,1414,110,-77.23839954,39.17847703
0101000020E6100000EADCFEA6414F53C051BCCADAA6964340,1418,110,-77.2383821,39.176967
0101000020E6100000DE4DE06B424F53C0B8CBC0F9BB964340,1464,110,-77.23842904,39.17761156
0101000020E6100000377172BF434F53C07E350708E6964340,1467,110,-77.23851,39.178895
0101000020E6100000907F4D733E4F53C043B8976E71964340,1547,110,-77.23818667,39.17533667
0101000020E610000012E20485454F53C0A4CFFD8BD6964340,1576,110,-77.23861814,39.17842245
0101000020E61000003C65FBB1454F53C0F435CB6523974340,1609,110,-77.23862886,39.18076775
0101000020E610000079060DFD134653C014AE47E17A7E4340,1404,109,-77.09497,38.988125
0101000020E6100000598F14F4CB4553C01C544DD6497E4340,1406,109,-77.09057333,38.98662833
0101000020E6100000EDF5EE8FF74553C0FC99AC17E47D4340,1407,109,-77.093235,38.98352333
0101000020E6100000D77DAE53F84553C07963D6C5CC7D4340,1412,109,-77.09328167,38.98281167
0101000020E6100000F9DA334B024653C06E5E0794EE7D4340,1413,109,-77.09389,38.98384333
0101000020E6100000759CF4215C4653C078F96BEC717E4340,1416,109,-77.09937333,38.98785167
0101000020E61000008C33441DEF4553C0CDF7DF8C927D4340,1417,109,-77.09271938,38.98103486
0101000020E61000000B293FA9F64553C01226F701E97D4340,1425,109,-77.09318,38.98367333
0101000020E610000012284974E24553C0AC9B20246A7D4340,1430,109,-77.09194667,38.97980167
0101000020E6100000D9942BBCCB4553C0A17454FB157D4340,1436,109,-77.09056,38.97723333
0101000020E6100000CC9717601F4653C03EE8D9ACFA7E4340,1437,109,-77.095665,38.992025
0101000020E6100000A44A7B20C54553C0DB2193C6C77C4340,1445,109,-77.09015667,38.97484667
0101000020E6100000642CECCCF14553C0402519FFDF7D4340,1450,109,-77.09288333,38.98339833
0101000020E6100000BE4D7FF6234653C0D550D5CA257E4340,1451,109,-77.095945,38.98552833
0101000020E6100000BB6AB7C0D24553C06E914980F97D4340,1475,109,-77.09098833,38.98417667
0101000020E6100000D8FB22DBD84553C03034AEEAF27D4340,1477,109,-77.09136084,38.98397573
0101000020E610000089DBBAFE114653C05861C824827E4340,1491,109,-77.09484833,38.98834667
0101000020E6100000AC1A84B95D4653C0AB5A146E607E4340,1498,109,-77.0994705,38.98731781
0101000020E6100000B7B41A12F74553C096DA20CDB77D4340,1550,109,-77.093205,38.98217167
0101000020E6100000865BDB67D74553C0ECD9F7D13E7D4340,1572,109,-77.09127232,38.97847962
0101000020E6100000017E7487604653C0374F75C8CD7E4340,1589,109,-77.09964167,38.990655
0101000020E61000007958A835CD4553C0E91990F7097D4340,1597,109,-77.09065,38.97686667
0101000020E6100000AC58FCA6F04553C0799E0D33937D4340,1600,109,-77.09281325,38.98105467
0101000020E6100000025705ACCD4553C0B4AFD91D147D4340,1602,109,-77.09067822,38.97717641
0101000020E61000008EA661951E4653C0BFE170AC2C7E4340,1637,109,-77.09561667,38.98573833
0101000020E6100000C694FE14BD3853C0CF1EDC5B19694340,1389,108,-76.88654065,38.82108639
0101000020E6100000C694FE14BD3853C0CF1EDC5B19694340,1390,108,-76.88654065,38.82108639
0101000020E61000009697FC4FBE3853C04B4710191C694340,1391,108,-76.88661575,38.82116998
0101000020E61000009697FC4FBE3853C04B4710191C694340,1392,108,-76.88661575,38.82116998
0101000020E61000009697FC4FBE3853C04B4710191C694340,1393,108,-76.88661575,38.82116998
0101000020E6100000C73F9E23534E53C0D15A8FCA66924340,1386,107,-77.22382441,39.14376194
0101000020E6100000BE0FEE6B704E53C02315C61682924340,1470,107,-77.22561167,39.144595
0101000020E6100000BE0FEE6B704E53C02315C61682924340,1471,107,-77.22561167,39.144595
0101000020E6100000BE0FEE6B704E53C02315C61682924340,1472,107,-77.22561167,39.144595
0101000020E61000006BB39875124E53C0C31D3DB89A924340,1577,107,-77.21987667,39.14534667
0101000020E6100000AE47E17A144E53C0D7B0114EAC924340,1634,107,-77.22,39.14588333
0101000020E6100000C2B4FB979C4E53C02851C45CB1924340,1638,107,-77.22830772,39.14603767
0101000020E610000093310421154D53C08C9F29E8B4924340,1384,106,-77.20441461,39.14614584
0101000020E6100000776C3E8DFF4C53C0132CED5895924340,1424,106,-77.20309764,39.14518272
0101000020E6100000D3D0EDC2224D53C0C6A70018CF924340,1443,106,-77.20524667,39.146945
0101000020E6100000711B0DE02D4D53C069B4EAADE0924340,1508,106,-77.205925,39.14748167
0101000020E610000089ACFBE8104D53C09EF6AD39B4924340,1594,106,-77.20415711,39.14612504
0101000020E6100000F716201B924C53C04C785B4CE0914340,1382,105,-77.1964176,39.13965754
0101000020E6100000A153A93C6E4C53C09DBAF2599E914340,1383,105,-77.19422833,39.137645
0101000020E6100000CC07043A934C53C034B4E83AE0914340,1385,105,-77.196486,39.13965546
0101000020E6100000770C76604C4C53C0AC730CC85E914340,1423,105,-77.19216167,39.135705
0101000020E6100000E84D452A8C4C53C02E9D4109D4914340,1466,105,-77.196055,39.13928333
0101000020E6100000B35D043AD14A53C03A95CAE3028F4340,1353,104,-77.16902018,39.11727569
0101000020E610000049B9FB1CDF4A53C0DD5AAAFB158F4340,1365,104,-77.16986775,39.11785837
0101000020E610000095747BE6F84A53C0FA0AD28C458F4340,1405,104,-77.17144167,39.11931
0101000020E6100000E8F2CDD3CC4A53C0F03E5CAC078F4340,1426,104,-77.16875167,39.11742167
0101000020E610000019134991C84A53C094DE37BEF68E4340,1636,104,-77.16849167,39.116905
0101000020E61000000B5EF415A44A53C0B43C0FEECE8E4340,1639,104,-77.166265,39.11569
0101000020E6100000C3CF0348024853C0BE5FB3F90B884340,1350,103,-77.12513924,39.06286546
0101000020E61000002FBA828ED24753C01274490FA2874340,1369,103,-77.12222636,39.05963317
0101000020E610000059E6C657EF4753C000D8EBA3F4874340,1422,103,-77.12398333,39.06215333
0101000020E61000001B8A547BC54753C0840D4FAF94874340,1500,103,-77.12142833,39.059225
0101000020E610000094D55BA0F04753C0726DA818E7874340,1556,103,-77.12406167,39.06174
0101000020E6100000C05B2041F14753C05D265856F9874340,1569,103,-77.1241,39.06229667
0101000020E6100000C05B2041F14753C05D265856F9874340,1570,103,-77.1241,39.06229667
0101000020E6100000B9E87D46D64853C0EADC1FB52A8A4340,1347,102,-77.13807833,39.07942833
0101000020E6100000FFB640E54C4853C0BB4F2367C0884340,1348,102,-77.12969333,39.06837167
0101000020E6100000AE04BDFD9A4853C08DFC4D6A60894340,1349,102,-77.13445991,39.07325486
0101000020E61000005F24B4E55C4853C0573ECBF3E0884340,1351,102,-77.13067,39.069365
0101000020E6100000DBC88EF0AA4853C09328491178894340,1352,102,-77.13543333,39.07397667
0101000020E610000074F8BDB0E94853C035DFF389DD894340,1358,102,-77.13926333,39.07707333
0101000020E61000007264CCFAE04853C0A301BC05128A4340,1359,102,-77.13873167,39.078675
0101000020E6100000CFD191F9934853C0775A4CA669894340,1361,102,-77.13403167,39.07353667
0101000020E6100000CFD191F9934853C0775A4CA669894340,1362,102,-77.13403167,39.07353667
0101000020E61000000569C6A2E94853C00490DAC4C9894340,1363,102,-77.13926,39.07647
0101000020E6100000BD010394884853C077B7578BF4894340,1419,102,-77.13333607,39.0777754
0101000020E6100000F339FBF3824853C02A3E99DA2D894340,1501,102,-77.13299274,39.07171185
0101000020E61000008F1B7E37DD4853C048043E9AC5894340,1621,102,-77.138502,39.07634285
0101000020E6100000D0F96339CD4953C0B3CE9D05C68B4340,1345,101,-77.15315089,39.09198065
0101000020E6100000D0F96339CD4953C0B3CE9D05C68B4340,1346,101,-77.15315089,39.09198065
0101000020E6100000007D744DB54953C0E22D2505758B4340,1354,101,-77.15169083,39.08950867
0101000020E6100000878E36F1C24953C0FA9B5088808B4340,1356,101,-77.15252333,39.08986
0101000020E6100000A01EF4CFC04953C0FEC7D7D8848B4340,1357,101,-77.15239333,39.08999167
0101000020E6100000B2B1F955CC4953C08E9257E7188C4340,1366,101,-77.15309667,39.09451
0101000020E6100000834702AACB4953C05FB7C66FA38B4340,1588,101,-77.15305567,39.09092519
0101000020E6100000F86BB2463D4953C04A69CBF33F8A4340,1343,100,-77.144365,39.08007667
0101000020E6100000732EC555654953C050606CE79C8A4340,1344,100,-77.14681,39.08291333
0101000020E6100000A5571C31674953C0F46C567DAE8A4340,1355,100,-77.14692333,39.08345
0101000020E61000009515FD808B4953C0602816AE7D8A4340,1360,100,-77.14913964,39.08196045
0101000020E61000008FFCC1C0734953C03130C078658A4340,1364,100,-77.14769,39.08122167
0101000020E61000003B95048F8C4953C07F52277F7B8A4340,1367,100,-77.14920402,39.08189382
0101000020E61000003B95048F8C4953C07F52277F7B8A4340,1368,100,-77.14920402,39.08189382
0101000020E610000076BAFB357C4953C0C6FAC409E58A4340,1454,100,-77.14820623,39.08511469
0101000020E61000005101C5023E3753C0A6F12CBD0D7B4340,1259,99,-76.86315984,38.96135678
0101000020E6100000343800D1023753C0B89D6CB9697B4340,1271,99,-76.8595469,38.96416395
0101000020E6100000343800D1023753C0B89D6CB9697B4340,1272,99,-76.8595469,38.96416395
0101000020E6100000D006054A2F3753C0806311BB1D7B4340,1289,99,-76.8622613,38.96184481
0101000020E61000002D4403882D3753C0DDB6AD352D7B4340,1294,99,-76.86215401,38.96231719
0101000020E61000002D4403882D3753C0DDB6AD352D7B4340,1295,99,-76.86215401,38.96231719
0101000020E61000003F7ADC1A453753C06C125186097B4340,1645,99,-76.86359283,38.96122817
0101000020E610000044E903B05E3853C0C18EFF02C1744340,1251,98,-76.88077927,38.91214025
0101000020E610000060B0FAA7843853C0B1DCD26A48754340,1252,98,-76.88309669,38.9162725
0101000020E61000005E8001AD8E3853C0A0A397493B754340,1254,98,-76.88370824,38.91587181
0101000020E61000005E8001AD8E3853C0A0A397493B754340,1255,98,-76.88370824,38.91587181
0101000020E61000005E8001AD8E3853C0A0A397493B754340,1256,98,-76.88370824,38.91587181
0101000020E610000072B83DDE773853C09BEFB7A85C754340,1300,98,-76.88231617,38.91689023
0101000020E6100000AB22FD727D3853C0FD4E0FE14A754340,1304,98,-76.88265681,38.91634763
0101000020E61000001AA7009C473653C0DB89507476894340,1216,97,-76.84812069,39.07392744
0101000020E61000009259FFDF3F3653C015532B446E894340,1269,97,-76.84764862,39.07367756
0101000020E61000006055FF18613653C093B1D28B77894340,1291,97,-76.84967637,39.07396076
0101000020E61000004EA080D4433653C08B7CA87E6F894340,1298,97,-76.84789002,39.07371505
0101000020E6100000DDB5847C503653C0D66B61B3AF894340,1333,97,-76.8486625,39.07567446
0101000020E610000006DADB35BA3A53C034C40CE8E07A4340,1213,96,-76.91761538,38.9599886
0101000020E6100000DE56FEA51A3B53C0BD48703C027A4340,1234,96,-76.92350149,38.95319324
0101000020E61000002BFAE008143B53C0A35B4CBF067A4340,1241,96,-76.92309782,38.95333091
0101000020E6100000B0517BB6F33A53C0F1C8CCC3917A4340,1267,96,-76.92112505,38.95757339
0101000020E6100000E7F09C6FFC3A53C0B9A43010807A4340,1673,96,-76.92165747,38.95703318
0101000020E61000008606FFAE113B53C092BF490D4C7A4340,1675,96,-76.92295432,38.95544592
0101000020E61000005FDCFC751D3B53C0BA9DBF01147A4340,1676,96,-76.92367315,38.95373556
0101000020E61000002558C1140A3B53C04DE0EF7A5D7A4340,1677,96,-76.9224903,38.95597779
0101000020E61000009B3F227D053B53C05152799E6C7A4340,1678,96,-76.92221001,38.95643979
0101000020E6100000934D3DFBDF3A53C0EE92BC63C67A4340,1679,96,-76.91992074,38.95917937
0101000020E610000028A304DCB73A53C07B460997E17A4340,1680,96,-76.91747189,38.96000946
0101000020E6100000D208CB12FC3A53C0C4AC1FB4817A4340,1681,96,-76.92163534,38.95708324
0101000020E6100000EA714295183B53C063C171D71A7A4340,1682,96,-76.92337543,38.95394414
0101000020E61000004A1C8191FA3A53C03A747ADE8D7A4340,1683,96,-76.92154348,38.9574545
0101000020E61000004A1C8191FA3A53C03A747ADE8D7A4340,1684,96,-76.92154348,38.9574545
0101000020E6100000446AFBD3DD3A53C0114D66DDBB7A4340,1685,96,-76.91978931,38.95885818
0101000020E6100000EEE19A54173B53C088348529257A4340,1686,96,-76.92329898,38.9542591
0101000020E6100000D999DFBCBA3A53C0FB89F305E77A4340,1687,96,-76.91764757,38.96017527
0101000020E610000038D9C4D12E3B53C0E6833332A76C4340,1205,95,-76.92473263,38.84885242
0101000020E610000038D9C4D12E3B53C0E6833332A76C4340,1206,95,-76.92473263,38.84885242
0101000020E610000090B402E02B3B53C0588383FFA56C4340,1218,95,-76.92455292,38.84881586
0101000020E61000005EB3017D073B53C043810C57E66C4340,1246,95,-76.92233205,38.85077942
0101000020E61000004F3EFB99533B53C09CB7B94A5A6C4340,1327,95,-76.92697763,38.84650549
0101000020E610000003C60278AE3E53C0E244CBECB97C4340,1176,94,-76.97939873,38.97442398
0101000020E610000019023E47BD3E53C04A5797F0577C4340,1192,94,-76.98030263,38.97143371
0101000020E61000001D14204C423E53C0F2651ED0047C4340,1198,94,-76.97279647,38.96889688
0101000020E6100000DE8300AE1E3E53C06BB95421F57B4340,1200,94,-76.97062254,38.96841828
0101000020E6100000DE8300AE1E3E53C06BB95421F57B4340,1201,94,-76.97062254,38.96841828
0101000020E61000000958A305453E53C0D6975B10007C4340,1217,94,-76.97296277,38.96875195
0101000020E6100000612FFB127D3E53C052F8A6C8257C4340,1250,94,-76.97638392,38.96990307
0101000020E61000004B033FAAE13E53C0C2A2224EA77C4340,1285,94,-76.9825235,38.97385575
0101000020E610000009B301BFA33E53C0E891F58A5D7C4340,1319,94,-76.97874427,38.9716047
0101000020E6100000892E03290C3F53C04F24986AE6664340,1190,93,-76.9851172,38.80390675
0101000020E610000003CC7C073F3F53C06B11514CDE664340,1191,93,-76.988222,38.803659
0101000020E61000001CDE4126383F53C00144EA0BDB664340,1197,93,-76.98780209,38.80355977
0101000020E610000074D3E263E23E53C0AFF7137CF0664340,1273,93,-76.98256776,38.80421401
0101000020E6100000E5183D75343F53C07D1B2811DD664340,1274,93,-76.98757678,38.80362143
0101000020E61000003FE6E2F3333F53C07D367A4EDD664340,1275,93,-76.98754594,38.80362874
0101000020E6100000895AFD85DC3E53C01C52772BEC664340,1290,93,-76.98220968,38.80408233
0101000020E61000001A4B1E70593F53C08362F1BCD0664340,1326,93,-76.98983386,38.80324518
