LIGHT_CODE,COUNTY_NO,MUNI_CODE,JUNCTION_CODE,COLLISION_TYPE_CODE,SURF_COND_CODE,LANE_CODE,RD_COND_CODE,RD_DIV_CODE,FIX_OBJ_CODE,REPORT_NO,WEATHER_CODE,ACC_DATE,ACC_TIME,LOC_CODE,SIGNAL_FLAG,C_M_ZONE_FLAG,AGENCY_CODE,AREA_CODE,HARM_EVENT_CODE1,HARM_EVENT_CODE2,RTE_NO,ROUTE_TYPE_CODE,RTE_SUFFIX,LOG_MILE,LOGMILE_DIR_FLAG,MAINROAD_NAME,DISTANCE,FEET_MILES_FLAG,DISTANCE_DIR_FLAG,REFERENCE_NO,REFERENCE_TYPE_CODE,REFERENCE_SUFFIX,REFERENCE_ROAD_NAME,LATITUDE,LONGITUDE
03,02,,02,03,02,2,01,01,00,AB53170002,06.01,02-03-2015,22:13:00,,N,N,ANNAPOLIS,UNK,01,01,5464,CO,,0.94,S,FOREST DR,0,F,S,1215,MU,,GEMINI DR,38.96146106,-76.51082754
03,02,,02,06,02,,01,03,00,AB53170003,06.01,03-30-2015,21:38:00,,Y,N,ANNAPOLIS,UNK,01,01,450,MD,,11.25,E,WEST ST,0,F,E,2040,MU,,MCKENDREE AVE,38.9775017,-76.51361704
03,02,,02,02,01,1,01,01,00,AB53190003,06.01,01-06-2015,00:00:00,,N,N,ANNAPOLIS,UNK,01,01,435,MD,,0.88,N,TAYLOR AVE,0,F,N,,UU,,ENT TO SHOPPING CENTER,38.98781609,-76.50212109
01,02,,01,07,01,1,01,01,00,AB53190005,03,03-11-2015,09:14:00,,N,N,ANNAPOLIS,UNK,02,00,80,MU,,0.15,N,ALDER RD,50,F,N,920,MU,,DOGWOOD RD,38.95460326,-76.49093896
01,02,,01,02,02,1,01,03,00,AB54110007,00,03-09-2015,18:42:00,,N,N,ANNAPOLIS,UNK,01,01,450,MD,,12.17,E,WEST ST,100,F,E,1740,MU,,LAFAYETTE AVE,38.97767685,-76.49788857
03,02,,01,03,01,2,01,04,00,AB54110008,00,03-14-2015,00:50:00,,Y,N,ANNAPOLIS,UNK,01,01,70,MD,,0.79,N,ROWE BLVD,10,F,N,435,MD,,TAYLOR AVE,38.98676741,-76.5025878
03,02,,02,02,02,1,01,04,00,AB54110009,06.01,03-24-2015,23:13:00,,Y,Y,ANNAPOLIS,UNK,01,01,5464,CO,,0.42,S,FOREST DR,0,F,S,1500,MU,,HILLTOP LA,38.96721709,-76.51681423
03,02,,01,00,02,1,00,01,00,AB54420004,06.01,01-10-2015,21:03:00,,N,N,ANNAPOLIS,UNK,02,00,630,MU,,0.58,E,CHESTER AVE,10,F,E,2630,MU,,RIVERVIEW AVE,38.97175067,-76.47570938
03,02,,01,17,02,1,01,01,11,AB54420005,06.01,01-15-2015,04:44:00,,N,N,ANNAPOLIS,UNK,09,00,1040,MU,,0.53,N,EDGEWOOD RD,30,F,N,3145,MU,,TALLWOOD RD,38.95353324,-76.48165315
03,02,,01,02,04,2,01,03,00,AB54420006,09.04,02-21-2015,18:21:00,,N,N,ANNAPOLIS,UNK,01,00,5464,CO,,0.94,S,FOREST DR,75,F,S,1215,MU,,GEMINI DR,38.96198663,-76.51126206
03,02,,02,04,04,3,01,04,00,AB54420007,06.01,03-06-2015,21:32:00,,Y,N,ANNAPOLIS,UNK,01,00,5464,CO,,1.48,S,FOREST DR,0,F,S,3220,MU,,TYLER AVE,38.9556107,-76.50569916
01,02,,02,88,02,1,01,03,00,AB54420008,06.01,03-12-2015,17:58:00,,Y,N,ANNAPOLIS,UNK,01,01,1165,MU,,0.65,S,FOREST DR,0,F,S,540,MU,,CENTER ST,38.9772348,-76.53400183
01,02,,02,11,02,1,01,03,00,AB54420009,06.01,03-26-2015,18:02:00,,Y,N,ANNAPOLIS,UNK,01,00,240,MU,,0.58,W,BAY RIDGE AVE,0,F,W,1080,MU,,FAIRVIEW AVE,38.96319938,-76.48988083
01,02,,02,17,02,1,01,01,09,AB5442000B,11.88,03-30-2015,17:40:00,,N,N,ANNAPOLIS,UNK,09,00,3435,MU,,0.1,N,WINDWHISPER LA,0,F,N,5193,OP,,WINDWHISPER LA (AHEAD),38.9546163,-76.4885927
01,02,,02,11,02,2,01,03,00,AC12830017,06.01,01-08-2015,11:09:00,,Y,N,AACOPD,UNK,01,00,2,MD,,35.98,N,GOV RITCHIE HWY,0,F,N,6560,CO,,5TH AVE SE,39.15822,-76.61938
03,02,,01,03,02,2,01,04,00,AC12830018,06.01,01-15-2015,17:30:00,,N,N,AACOPD,UNK,01,00,2,MD,,34.32,N,GOV RITCHIE HWY,30,F,N,,UU,,ENT TO MARLEY STATION MALL,39.13761667,-76.600015
03,02,,01,17,04,1,88,03,06,AC12830019,88,01-18-2015,21:55:00,,N,N,AACOPD,UNK,16,00,3866,CO,,0,E,W ORDNANCE RD,0,M,E,4146,CO,,HERITAGE HILL DR,39.19523833,-76.6228
01,02,,01,03,02,1,01,01,00,AC1283001B,00,01-25-2015,09:43:00,,N,N,AACOPD,UNK,01,00,3,MD,BU,4.2,N,CRAIN HWY,30,F,N,3616,CO,,8TH AVE NW,39.17538,-76.61849667
03,02,,00,03,02,,01,04,00,AC1283001C,06.01,02-07-2015,21:16:00,,N,N,AACOPD,UNK,01,00,3,MD,BU,1.93,N,CRAIN HWY,10,F,N,858,CO,,OAK MANOR DR,39.145695,-76.63133833
01,02,,02,11,02,1,01,03,00,AC1283001D,06.01,02-11-2015,14:45:00,,N,N,AACOPD,UNK,01,00,6560,CO,,0.37,E,5TH AVE SE,0,F,E,694,CO,,OAKWOOD RD,39.157145,-76.622415
01,02,,02,11,02,,01,04,00,AC1283001F,06.01,02-23-2015,17:51:00,,Y,N,AACOPD,UNK,01,00,2,MD,,34.5,N,GOV RITCHIE HWY,0,F,N,780,CO,,MARLEY STATION RD,39.141005,-76.60289167
01,02,,02,11,01,1,01,03,00,AC1283001H,03,03-04-2015,10:48:00,,Y,N,AACOPD,UNK,01,00,2,MD,,35.59,N,GOV RITCHIE HWY,0,F,N,711,CO,,FITZALLEN RD,39.15380667,-76.61466833
01,02,,01,09,02,1,01,00,00,AC1283001K,06.01,03-30-2015,18:43:00,,N,N,AACOPD,UNK,01,02,691,CO,,0.16,N,WIMMER RD,200,F,N,687,CO,,7TH AVE SE,39.15452333,-76.62456833
01,02,,00,88,01,,01,01,00,AC1285000Q,03,01-12-2015,15:41:00,2B2,N,N,AACOPD,UNK,02,00,95,CO,,0,S,PATAPSCO RD,50,F,S,168,MD,,NURSERY RD,39.22113,-76.645665
03,02,,02,02,02,,01,04,00,AC12880014,07.01,01-22-2015,21:23:00,3C2,Y,N,AACOPD,UNK,01,00,5461,CO,,1.77,N,VETERANS HWY,0,F,N,3,MD,,BENFIELD BLVD,39.09489713,-76.62339449
01,02,,01,17,02,2,01,00,08,AC12880015,06.01,01-31-2015,11:24:00,3C1,N,N,AACOPD,UNK,09,00,100,MD,,10.53,E,NO NAME,50,F,E,,UU,,MD 10 (SB/L),39.13278998,-76.58672333
01,02,,09.04,13,02,1,01,01,00,AC1502000B,06.01,02-12-2015,16:06:00,2D2,N,N,AACOPD,UNK,01,00,698,CO,,0.16,W,AQUAHART RD,0,F,W,677,CO,,GREENWAY SE,39.15219468,-76.61783695
03,02,,02,11,02,1,01,01,00,AC1502000C,06.01,02-13-2015,20:37:00,2C1,Y,N,AACOPD,UNK,01,00,648,MD,E,2.81,N,BALTO ANNAPOLIS BLVD,0,F,N,670,CO,E,KUETHE RD,39.16112969,-76.61770821
01,02,,09.04,03,02,1,01,01,00,AC1502000D,06.01,02-18-2015,08:28:00,2D2,N,N,AACOPD,UNK,01,00,648,MD,E,2.33,N,BALTO ANNAPOLIS BLVD,100,F,N,733,CO,E,CHESTER CIR,39.15848537,-76.6101486
01,02,,09.04,88,02,,01,01,00,AC1502000F,06.01,02-18-2015,08:50:00,2D2,N,N,AACOPD,UNK,02,02,648,MD,E,2.33,N,BALTO ANNAPOLIS BLVD,50,M,N,733,CO,E,CHESTER CIR,39.15835946,-76.61003709
01,02,,03,03,01,1,01,01,00,AC1503000Z,06.01,01-06-2015,12:38:00,,Y,N,AACOPD,UNK,01,00,4505,CO,,3.48,N,JUMPERS HOLE RD,30,F,N,1417,CO,,OBRECHT RD,39.11906028,-76.59073862
01,02,,02,02,01,,01,04,00,AC15030010,06.01,01-06-2015,14:34:00,3C2,Y,N,AACOPD,UNK,01,00,3,MD,C,0.58,E,BENFIELD BLVD,0,F,E,5461,CO,,VETERANS HWY,39.09508594,-76.62348837
04,02,,01,17,02,1,01,01,11,AC15030012,06.01,02-04-2015,22:18:00,3C2,N,N,AACOPD,UNK,09,00,1477,CO,,0.03,E,WEST BENFIELD RD,150,F,E,5461,CO,,VETERANS HWY,39.08614795,-76.62266813
03,02,,01,03,02,2,01,01,00,AC15030013,06.01,02-05-2015,18:47:00,3C2,N,N,AACOPD,UNK,01,00,4505,CO,,3.98,N,JUMPERS HOLE RD,400,F,N,2,MD,,GOV RITCHIE HWY,39.12462853,-76.58980467
01,02,,01,03,02,1,01,01,00,AC15030014,06.01,02-12-2015,08:00:00,3C2,N,N,AACOPD,UNK,01,00,5175,CO,,1.16,E,BENFIELD RD,40,F,E,1478,CO,,WINDWARD DR,39.08297085,-76.5886834
03,02,,03,03,09.88,1,04,01,00,AC15030015,06.01,02-23-2015,18:50:00,3C1,Y,N,AACOPD,UNK,01,01,177,MD,,2.45,E,MOUNTAIN RD,40,F,E,3996,CO,,APPALACHIAN DR,39.12976264,-76.55433834
03,02,,03,17,03,,88,02,04,AC15080006,08.04,01-06-2015,05:42:00,4A2,Y,N,AACOPD,UNK,09,00,2749,CO,,5.23,E,RIVA RD,50,F,E,665,RP,,RAMP 6 FR RAMP 3 (FR MD665) TO RIVA RD,38.97855167,-76.54969167
01,02,,01,01,01,1,01,04,00,AC16970009,06.01,01-05-2015,08:38:00,5D1,N,N,AACOPD,UNK,02,00,2643,CO,,0.8,N,CROFTON PKWY,200,F,N,5659,OP,,DRYDEN WAY,39.01106434,-76.69255257
04,02,,02,11,02,1,01,01,00,AC1697000B,06.01,01-11-2015,17:58:00,5C2,Y,N,AACOPD,UNK,01,00,1344,CO,,1.77,N,NEW CUT RD,0,F,N,1332,CO,,GAMBRILLS RD,39.10437412,-76.65402033
01,02,,01,02,02,1,01,01,09,AC1697000C,06.01,01-22-2015,14:26:00,5C3,N,N,AACOPD,UNK,01,09,175,MD,,1.843,N,ANNAPOLIS RD,250,F,N,,UU,,ARUNDEL ATHLETIC FIELD,39.07492693,-76.68143749
03,02,,01,17,06.03,1,01,01,11,AC1697000D,09.04,01-31-2015,18:40:00,5C1,N,N,AACOPD,UNK,11,09,910,CO,,2.29,S,WB&A RD,40,F,S,4525,CO,,SANDY PINE DR,39.12981057,-76.67465687
01,02,,02,07,02,1,01,01,88,AC1697000F,07.01,02-05-2015,07:40:00,5C2,N,N,AACOPD,UNK,02,00,6436,CO,,0,S,WAGNER FARM CT,0,F,S,6437,CO,,WAGNER FARM RD,39.11782915,-76.64302055
03,02,,01,17,03,1,01,01,11,AC1697000G,08.04,02-16-2015,22:00:00,5C2,N,N,AACOPD,UNK,16,00,5529,CO,,0.58,N,BURNS CROSSING RD,250,F,N,6535,CO,,WINFIELDS LA,39.07762305,-76.6744562
03,02,,01,07,06.03,2,01,04,04,AC1697000H,08.04,02-16-2015,20:08:00,5C1,N,N,AACOPD,UNK,01,09,32,MD,,1.89,N,NO NAME,1,M,N,1332,CO,,GAMBRILLS RD,39.07026493,-76.65326217
03,02,,02,03,01,1,01,01,00,AC1697000J,00,02-18-2015,19:35:00,3B3,Y,N,AACOPD,UNK,01,00,5461,CO,,3.02,N,VETERANS HWY,0,F,N,1418,CO,,BRIGHTVIEW DR,39.11078347,-76.63073033
99,02,,01,07,02,1,01,01,00,AC1697000K,06.01,03-13-2015,06:56:00,5C2,N,N,AACOPD,UNK,01,00,5871,CO,,0.03,N,STEHLIK DR,60,F,N,,UU,,SERENITY CT,39.08051787,-76.68220835
01,02,,01,17,01,1,00,04,05,AC1697000L,03,03-14-2015,07:49:00,5C2,N,N,AACOPD,UNK,09,00,32,MD,,5.29,N,NO NAME,40,F,N,,UU,,STRUC #0220704 TOWN CENTER BLVD,39.10061893,-76.70717895
01,02,,09.04,02,02,1,01,01,00,AC1697000M,06.01,03-16-2015,07:43:00,5C2,N,N,AACOPD,UNK,01,00,3,MD,BU,0.18,N,NEW CUT RD,0,U,N,,UU,BU,ENT TO ARCHBISHOP SPALDING HIGH SCHOOL,39.12385392,-76.64369345
01,02,,02,06,02,4,01,01,00,AC1697000N,06.01,03-17-2015,08:57:00,5C2,N,N,AACOPD,UNK,01,00,170,MD,,1.15,N,TELEGRAPH RD,0,F,N,1128,CO,,JACKSON GROVE RD,39.10308338,-76.69363618
01,02,,02,14,02,1,01,01,00,AC1697000P,06.01,03-22-2015,18:12:00,5C2,Y,N,AACOPD,UNK,01,00,170,MD,,1.535,N,TELEGRAPH RD,0,F,N,6354,CO,,GRANDE VIEW AVE,39.1087198,-76.69276977
01,02,,09.04,14,02,1,01,01,00,AC1697000Q,06.01,03-25-2015,15:30:00,5C2,N,N,AACOPD,UNK,01,00,175,MD,,2.695,N,ANNAPOLIS RD,0,U,N,,UU,,ENT TO BUSINESS,39.08120848,-76.68875365
01,02,,01,17,02,1,01,01,11,AC1697000R,06.01,03-26-2015,16:07:00,5C2,N,N,AACOPD,UNK,09,09,1178,CO,,2.91,W,DICUS MILL RD,0,M,W,1176,CO,,BURNS CROSSING RD,39.08386617,-76.67293498
01,02,,02,02,02,1,01,01,00,AC1701000R,06.01,01-05-2015,12:38:00,2B1,Y,N,AACOPD,UNK,01,00,648,MD,E,6.26,N,BALTO ANNAPOLIS BLVD,0,F,N,169,MD,,E MAPLE RD,39.20357629,-76.64173007
01,02,,02,11,02,1,01,01,00,AC1701000S,06.01,01-21-2015,08:55:00,2B2,Y,N,AACOPD,UNK,01,00,150,CO,,0.17,S,ROBINWOOD RD,0,F,S,145,CO,,HOLY CROSS RD,39.21055956,-76.62632346
03,02,,05.01,88,01,,01,00,00,AC1701000T,12.04,01-29-2015,17:10:00,2A2,N,N,AACOPD,UNK,12,00,10,MD,,6.2,N,ARUNDEL EXPWY,0,F,N,10,RP,,RAMP 5 FR MD 10 SB TO MD 710 EB,39.19403968,-76.60314918
01,02,,05.01,03,02,1,01,04,00,AC1701000V,06.01,02-06-2015,14:48:00,2B3,Y,N,AACOPD,UNK,01,01,648,MD,E,4.31,N,BALTO ANNAPOLIS BLVD,0,F,N,97,RP,,RAMP 7 FR MD 648E WB TO IS 97 SB,39.17637649,-76.63619399
03,02,,01,17,03,2,01,01,05,AC1701000W,08.04,02-14-2015,21:26:00,2B3,N,N,AACOPD,UNK,09,00,648,MD,E,4.1,N,BALTO ANNAPOLIS BLVD,50,F,N,534,CO,E,EASTERN ST,39.1737732,-76.6342628
01,02,,01,03,02,1,01,01,00,AC1701000X,06.01,03-18-2015,08:08:00,2B2,N,N,AACOPD,UNK,01,00,168,MD,,0.49,E,NURSERY RD,50,F,E,111,CO,,CENTRAL AVE,39.22374107,-76.6552396
01,02,,02,03,02,1,01,01,00,AC1701000Y,06.01,03-18-2015,14:58:00,2B2,Y,N,AACOPD,UNK,01,00,168,MD,,0.26,E,NURSERY RD,0,F,E,969,MD,A,FAIRVIEW AVE,39.22435779,-76.66078448
03,02,,01,03,01,1,01,01,07,AC1701000Z,03,03-26-2015,20:00:00,2A1,N,N,AACOPD,UNK,02,09,171,MD,,0.61,E,CHURCH ST,25,F,E,348,CO,,LIBERTY TERR,39.21901075,-76.60339557
03,02,,02,17,02,1,01,02,00,AB54440006,06.01,01-02-2015,23:19:00,,Y,N,ANNAPOLIS,UNK,03,03,1920,MU,,0.27,N,MAIN ST,0,F,N,450,MD,,CHURCH CIR,38.9782857,-76.49226665
04,02,,01,03,02,1,01,01,00,AB54440007,06.01,01-23-2015,01:24:00,,N,N,ANNAPOLIS,UNK,02,00,450,MD,,12.83,E,KING GEORGE ST,150,F,E,3325,MU,,WAGNER ST,38.98304793,-76.49123669
01,02,,06.01,00,02,1,01,01,00,AB54440008,06.01,02-28-2015,17:42:00,,N,N,ANNAPOLIS,UNK,03,00,2550,MU,,0.04,E,RANDALL ST,0,F,E,910,MU,,DOCK ST,38.9779771,-76.48679495
04,02,,01,17,04,,01,04,04,AB5469000B,12.04,02-10-2015,05:37:00,,N,N,ANNAPOLIS,UNK,09,10,70,MD,,0.97,N,ROWE BLVD,200,F,N,2090,MU,,MELVIN AVE,38.98995717,-76.50773764
01,02,,03,02,02,2,01,01,00,AB5469000C,00,02-13-2015,15:31:00,,N,N,ANNAPOLIS,UNK,01,00,450,MD,,10.14,E,WEST ST,0,F,E,393,MD,,OLD SOLOMONS ISLAND RD,38.98239324,-76.53314084
01,02,,01,03,02,1,01,01,00,AB5469000D,06.01,02-19-2015,15:19:00,,N,N,ANNAPOLIS,UNK,01,00,650,MU,,0.16,N,CHINQUAPIN ROUND RD,15,F,N,1780,MU,,LINCOLN DR,38.97339804,-76.52443171
01,02,,01,03,01,3,01,04,00,AB5469000F,03,03-27-2015,10:26:00,,N,N,ANNAPOLIS,UNK,01,00,5464,CO,,0.44,S,FOREST DR,30,F,S,,UU,,SPUR TO HILLTOP LA,38.96524841,-76.51443243
01,02,,02,00,01,4,01,04,04,AB5478000H,03,01-12-2015,15:02:00,,Y,N,ANNAPOLIS,UNK,09,10,5464,CO,,0,S,FOREST DR,0,F,S,441,MU,,BYWATER RD,38.97138783,-76.52255416
01,02,,03,11,01,3,01,01,00,AB5478000J,00,01-30-2015,15:25:00,,Y,N,ANNAPOLIS,UNK,01,00,387,MD,,0.87,N,SPA RD,100,F,N,1500,MU,,HILLTOP LA,38.96770925,-76.51276946
01,02,,00,17,02,1,00,04,06,AB5478000L,00,01-31-2015,12:30:00,,N,N,ANNAPOLIS,UNK,09,00,665,MD,,1.95,E,ARIS T ALLEN BLVD,0,F,E,665,MD,,VINEYARD RD,38.97204678,-76.53435588
01,02,,02,03,02,1,01,01,00,AB5478000M,06.01,02-04-2015,09:44:00,,Y,N,ANNAPOLIS,UNK,01,00,1500,MU,,0,E,HILLTOP LA,0,F,E,5464,CO,,FOREST DR,38.9675591,-76.51695371
01,02,,02,11,02,1,01,04,00,AB5478000N,07.01,02-14-2015,11:06:00,,Y,N,ANNAPOLIS,UNK,01,00,5464,CO,,0.23,S,FOREST DR,0,F,S,580,MU,,S CHERRY GROVE AVE,38.96931917,-76.51977539
01,02,,01,03,06.03,1,01,01,00,AB5478000P,06.01,02-18-2015,15:35:00,,N,N,ANNAPOLIS,UNK,01,00,450,MD,,11.39,E,WEST ST,0,F,E,1800,MU,,N LINDEN AVE,38.9769679,-76.5114069
04,02,,05.01,17,03,,00,01,04,AB5478000Q,08.04,03-05-2015,16:24:00,,N,N,ANNAPOLIS,UNK,09,00,665,MD,C,0.09,N,CHINQUAPIN ROUND RD,100,F,N,1070,MU,C,FAIRFAX RD,38.97293928,-76.52460337
03,02,,02,11,01,,01,01,00,AB5478000S,03,03-27-2015,07:35:00,,Y,N,ANNAPOLIS,UNK,01,00,450,MD,,10.7,E,WEST ST,0,F,E,650,MU,,CHINQUAPIN ROUND RD,38.97994543,-76.52320325
04,02,,01,17,01,1,01,01,11,AB5479000F,03,02-02-2015,04:17:00,,N,N,ANNAPOLIS,UNK,09,00,1500,MU,,0.43,E,HILLTOP LA,30,F,E,1090,MU,,FARRAGUT CT,38.96561545,-76.5101409
04,02,,01,17,02,1,01,01,10,AB5479000G,06.01,03-20-2015,01:45:00,,N,N,ANNAPOLIS,UNK,09,00,387,MD,,0.09,N,SPA RD,300,F,N,1585,MU,,HUNT MEADOW DR,38.95759007,-76.51286602
03,02,,02,03,02,1,01,01,00,AB5479000H,06.01,03-29-2015,01:10:00,,Y,N,ANNAPOLIS,UNK,01,00,240,MU,,0.83,W,BAY RIDGE AVE,0,F,W,3220,MU,,TYLER AVE,38.95972581,-76.49108648
03,02,,02,11,02,4,01,01,00,AB54800008,06.01,01-05-2015,17:43:00,,Y,N,ANNAPOLIS,UNK,01,01,870,MU,,0,N,CYPRESS RD,0,F,N,2930,CO,,BAY RIDGE RD,38.94957212,-76.49144053
03,02,,02,11,01,3,01,04,00,AB54800009,88,01-06-2015,19:56:00,,Y,N,ANNAPOLIS,UNK,01,00,5464,CO,,0.16,S,FOREST DR,0,F,S,1371,MU,,GREEN BRIAR LA,38.96985302,-76.52073026
06.02,02,,01,03,02,2,01,01,00,AB5480000B,07.01,01-09-2015,17:15:00,,N,N,ANNAPOLIS,UNK,01,01,5464,CO,,0.58,S,FOREST DR,20,F,S,896,OP,,CRYSTAL SPRING FARM RD,38.9661827,-76.51544094
06.02,02,,02,03,01,1,01,01,00,AB5480000C,06.01,03-03-2015,02:47:00,,N,N,ANNAPOLIS,UNK,01,00,450,MD,,11.03,E,WEST ST,0,F,E,1530,MU,,S HOMELAND AVE,38.97884451,-76.51745796
01,02,,02,17,01,,01,01,07,AC12880016,06.01,02-20-2015,11:14:00,3A4,N,N,AACOPD,UNK,09,16,2009,CO,,0.92,W,WOODS RD,0,F,W,2010,CO,,BRIDGE DR,39.1080687,-76.51636362
03,02,,88,17,01,,01,02,00,AC12880017,07.01,02-28-2015,22:04:00,3C1,N,N,AACOPD,UNK,00,00,100,MD,,9.87,E,NO NAME,10,F,E,100,RP,,RAMP 9 FR MD 177 WB TO MD 100 WB,39.13380528,-76.5915513
03,02,,01,03,02,1,01,01,00,AC12880018,07.01,02-26-2015,18:20:00,3C1,N,N,AACOPD,UNK,01,00,1546,CO,,0.68,N,SOLLEY RD,50,F,N,5750,CO,,NATURE WALK LA,39.1409091,-76.56649517
01,02,,01,03,03,1,01,01,00,AC1299000R,08.04,01-06-2015,08:56:00,,N,N,AACOPD,UNK,01,01,4237,CO,,1.56,E,MARLEY NECK BLVD,2,F,E,426,CO,,MARLEY NECK RD,39.15827113,-76.58020205
01,02,,03,11,02,,01,01,00,AC1299000S,06.01,01-11-2015,10:50:00,,N,N,AACOPD,UNK,01,01,648,MD,E,0.128,N,BALTO ANNAPOLIS BLVD,0,F,N,,UU,E,ENT TO SUN VALLEY SHOPPING CENTER,39.13479442,-76.58457595
06.02,02,,01,01,01,1,02,03,00,AC1299000T,07.01,01-18-2015,17:17:00,,N,N,AACOPD,UNK,01,01,4237,CO,,1.56,E,MARLEY NECK BLVD,2,F,E,426,CO,,MARLEY NECK RD,39.16453192,-76.57873978
01,02,,02,05,02,1,01,04,00,AC1299000V,06.01,01-28-2015,10:50:00,,Y,N,AACOPD,UNK,01,01,177,MD,,0.68,E,MOUNTAIN RD,0,F,E,10,RP,,RAMP 3 FR MD 177 EB TO RAMP 2 (TO MD 10),39.13454028,-76.58707635
03,02,,01,17,04,1,00,03,06,AC1299000W,05,02-02-2015,19:19:00,,N,N,AACOPD,UNK,09,16,1546,CO,,2.38,N,SOLLEY RD,2,F,N,1582,CO,,NABBS CREEK RD,39.16468945,-76.56225262
03,02,,02,11,02,2,01,04,00,AC12990011,07.01,02-20-2015,19:19:00,,Y,N,AACOPD,UNK,01,01,2,MD,,35.59,N,GOV RITCHIE HWY,0,F,N,698,CO,,AQUAHART RD,39.15364232,-76.61474705
01,02,,03,04,02,,01,03,00,AC12990012,07.01,03-03-2015,08:43:00,,Y,N,AACOPD,UNK,01,01,4505,CO,,4.61,N,JUMPERS HOLE RD,5,F,N,,UU,,SPUR TO MD 177,39.14816772,-76.59438372
01,02,,01,01,04,1,04,01,11,AC1514000H,00,02-03-2015,09:26:00,2D3,N,N,AACOPD,UNK,01,09,1546,CO,,2.38,N,SOLLEY RD,0,M,N,1582,CO,,NABBS CREEK RD,39.16588702,-76.56088797
05.02,02,,02,11,03,1,01,01,00,AC1526000F,08.04,01-06-2015,07:23:00,5D2,Y,N,AACOPD,UNK,01,01,2624,CO,,0.87,E,ST STEPHENS CHURCH RD,0,F,E,1209,CO,,SEVERN CHAPEL RD,39.03791966,-76.65584922
03,02,,02,11,02,1,01,05.01,05,AC1526000H,06.01,02-13-2015,06:07:00,5D2,Y,N,AACOPD,UNK,01,01,3,MD,,3.12,N,ROBERT CRAIN HWY,0,F,N,4458,CO,,JOHNS HOPKINS RD,39.02966911,-76.68532133
03,02,,03,88,02,1,01,04,06,AC1526000J,06.01,03-03-2015,02:33:00,5D2,N,N,AACOPD,UNK,02,16,3,MD,,4.687,N,ROBERT CRAIN HWY,125,F,N,,UU,,CROSSOVER,39.04990207,-76.66180372
04,02,,08.04,17,01,,01,00,88,AC1526000K,02,03-11-2015,02:22:00,5D2,N,N,AACOPD,UNK,16,09,6505,CO,,0.017,W,SALFORD DR,125,M,W,6506,CO,,SALFORD CT,39.00336927,-76.6672647
03,02,,03,17,02,1,01,04,15.05,AC1526000L,00,03-24-2015,23:01:00,5D2,N,N,AACOPD,UNK,09,16,3,MD,,2.64,N,ROBERT CRAIN HWY,150,M,N,3778,CO,,LEE AVE,39.02511006,-76.69022441
04,02,,01,17,02,1,01,04,11,AC1526000M,06.01,03-29-2015,05:25:00,5D2,N,N,AACOPD,UNK,09,16,3,MD,,5.3,N,ROBERT CRAIN HWY,225,F,N,1204,CO,,MCKNEW RD,39.05201837,-76.65962577
04,02,,01,17,02,1,01,01,05,AC1526000N,06.01,03-29-2015,23:42:00,5D2,N,N,AACOPD,UNK,09,00,450,MD,,4.88,E,DEFENSE HWY,700,F,E,2712,CO,,RUTLAND RD,38.98368175,-76.61283731
03,02,,01,17,02,,01,04,05,AC15290001,06.01,02-07-2015,02:09:00,,N,N,AACOPD,UNK,09,09,100,MD,M,0.13,N,COCA COLA DR,0,F,N,,UU,,EXIT #8,39.17546197,-76.7376435
01,02,,01,17,04,1,05,01,11,AC15290002,06.01,03-06-2015,15:26:00,5C2,N,N,AACOPD,UNK,09,00,1344,CO,,1.77,N,NEW CUT RD,100,F,N,1332,CO,,GAMBRILLS RD,39.10457206,-76.65397167
04,02,,00,17,01,1,01,01,11,AC1531000F,03,01-03-2015,18:12:00,5A2,N,N,AACOPD,UNK,09,00,4912,CO,,0.62,W,BROCK BRIDGE RD,100,F,W,732,MD,R,DORSEY RUN RD,39.12268667,-76.808315
03,02,,06.01,17,04,2,01,04,05,AC1531000H,09.04,01-26-2015,18:23:00,5C1,N,N,AACOPD,UNK,09,00,100,MD,,3.92,E,NO NAME,500,F,E,170,MD,,TELEGRAPH RD,39.147775,-76.699635
03,02,,02,03,01,,00,04,00,AC15320009,03,01-03-2015,20:20:00,4A3,Y,N,AACOPD,UNK,01,01,435,MD,,0.81,N,TAYLOR AVE,0,F,N,70,MD,,ROWE BLVD,38.98687165,-76.50307462
01,02,,01,17,03,1,01,01,11,AC1532000B,08.04,01-21-2015,14:47:00,4A3,N,N,AACOPD,UNK,09,09,2932,CO,,0,N,CLAIBOURNE RD,0,M,N,2931,CO,,CARROLLTON RD,38.95445308,-76.47411346
01,02,,01,03,03,2,01,04,00,AC1532000C,00,02-18-2015,07:55:00,4A1,N,N,AACOPD,UNK,01,01,70,MD,,1.31,N,ROWE BLVD,10,F,N,,UU,,END BRIDGE,38.99232833,-76.51095667
03,02,,01,04,02,1,01,01,00,AC15370007,06.01,01-25-2015,00:57:00,2D2,N,N,AACOPD,UNK,02,02,723,CO,,0.01,N,NORMAN RD,0,M,N,715,CO,,EAST WAY,39.14815928,-76.60665607
03,02,,03,07,03,2,01,04,00,AC15370008,08.04,02-01-2015,23:20:00,2D2,N,N,AACOPD,UNK,01,00,177,MD,,0.04,E,MOUNTAIN RD,20,F,E,,UU,,ENT TO SOUTHDALE SHOPPING CTR,39.13576308,-76.59533352
