LIGHT_CODE,COUNTY_NO,MUNI_CODE,JUNCTION_CODE,COLLISION_TYPE_CODE,SURF_COND_CODE,LANE_CODE,RD_COND_CODE,RD_DIV_CODE,FIX_OBJ_CODE,REPORT_NO,WEATHER_CODE,ACC_DATE,ACC_TIME,LOC_CODE,SIGNAL_FLAG,C_M_ZONE_FLAG,AGENCY_CODE,AREA_CODE,HARM_EVENT_CODE1,HARM_EVENT_CODE2,RTE_NO,ROUTE_TYPE_CODE,RTE_SUFFIX,LOG_MILE,LOGMILE_DIR_FLAG,MAINROAD_NAME,DISTANCE,FEET_MILES_FLAG,DISTANCE_DIR_FLAG,REFERENCE_NO,REFERENCE_TYPE_CODE,REFERENCE_SUFFIX,REFERENCE_ROAD_NAME,LATITUDE,LONGITUDE
01,03,,03,06,01,1,01,04,00,AE26380010,06.01,01-06-2015,15:53:00,,N,N,BACOPD,UNK,09,01,5500,CO,,0.23,S,TRAPPE RD,20,F,S,5487,CO,,PAGE DR,39.27595033,-76.48988284
01,03,,02,04,01,1,00,01,00,AE26380012,03,01-12-2015,14:23:00,,N,N,BACOPD,UNK,01,00,5677,CO,,2.84,S,NORTH POINT RD,0,F,S,5693,CO,,MC COMAS RD,39.2155264,-76.43672079
03,03,,01,88,02,1,01,01,00,AE26380013,06.01,01-13-2015,20:16:00,,N,N,BACOPD,UNK,02,00,5604,CO,,0.11,N,ROCKBOURNE RD,42,F,N,5605,CO,,SCHOLAR RD,39.26409409,-76.49855308
03,03,,03,03,02,1,01,01,00,AE26380014,06.01,01-15-2015,19:40:00,,Y,N,BACOPD,UNK,01,00,5212,CO,,0.19,W,HOLABIRD AVE,90,F,W,5400,CO,,SEARLES RD,39.27110405,-76.50701076
01,03,,05.01,88,02,1,01,01,00,AE26380017,07.01,01-29-2015,12:18:00,,Y,N,BACOPD,UNK,01,00,5299,CO,,0.33,W,MORNINGTON RD,20,F,W,5296,CO,,YORKWAY,39.25550604,-76.51324019
99,03,,01,88,02,,01,01,00,AE26380018,06.01,02-13-2015,00:00:00,,N,N,BACOPD,UNK,02,00,5317,CO,,0,N,DUNRAN RD,20,F,N,5287,CO,,DUNHAVEN RD,39.24938613,-76.51676059
01,03,,03,03,02,1,01,04,00,AE26380019,06.01,02-24-2015,11:44:00,,Y,N,BACOPD,UNK,01,01,151,MD,,7.28,N,NORTH POINT BLVD,116,F,N,5148,CO,,BALTIMORE ST,39.29567254,-76.52543418
01,03,,03,03,02,1,01,03,00,AE2638001B,07.01,02-25-2015,13:00:00,,Y,N,BACOPD,UNK,01,00,5297,CO,,0.65,S,DUNMANWAY,60,F,S,5460,CO,,MERRITT BLVD,39.25841366,-76.51099652
03,03,,03,03,02,2,01,04,00,AE2638001C,06.01,03-02-2015,18:26:00,,Y,N,BACOPD,UNK,01,01,157,MD,,3.72,N,MERRITT BLVD,0,M,N,,UU,,SPUR FR IVES LA,39.27661682,-76.50405765
04,03,,01,03,04,1,01,01,01,AE2638001D,09.04,03-03-2015,18:07:00,,N,N,BACOPD,UNK,01,09,157,MD,,0.445,N,PENINSULA EXPWY,1,F,N,,UU,,RESERVOIR RD,39.24770469,-76.49037838
03,03,,02,88,02,1,01,01,00,AE35000018,06.01,01-18-2015,00:09:00,,Y,N,BACOPD,UNK,03,00,5212,CO,,0.82,W,HOLABIRD AVE,0,F,W,5183,CO,,DELVALE AVE,39.27276312,-76.51786566
03,03,,02,14,02,1,01,03,00,AE35000019,06.01,01-30-2015,22:02:00,1409PC04,N,N,BACOPD,UNK,01,00,26,MD,,8.837,E,LIBERTY RD,0,F,E,1940,CO,,FAIRVIEW RD,39.34659656,-76.73834324
03,03,,00,17,02,,01,01,09,AE3500001B,06.01,02-08-2015,02:07:00,1409PC12,N,N,BACOPD,UNK,09,09,151,MD,,6.71,N,NORTH POINT BLVD,0,F,N,150,RP,,RAMP 2 FR MD 151 WB TO MD 150 NB,39.29403892,-76.51843429
03,03,,01,88,02,1,01,01,04,AE3500001C,00,02-11-2015,22:38:00,1409PC11,N,N,BACOPD,UNK,01,09,4758,CO,,0.46,N,OLD EASTERN AVE,228,F,N,6119,CO,,ESSEX AVE,39.31384734,-76.45720482
03,03,,02,17,02,2,01,01,04,AE3500001D,06.01,02-14-2015,01:11:00,1408PC09,Y,N,BACOPD,UNK,09,09,1,US,,21.01,N,BELAIR RD,0,F,N,4037,CO,,BAKER LA,39.41282192,-76.46392107
03,03,,01,17,02,1,01,01,04,AE3500001F,06.01,02-14-2015,02:25:00,1408PC02,N,N,BACOPD,UNK,09,09,2367,CO,,0.75,W,FAIRBROOK RD,28,F,W,2376,CO,,WINDER RD,39.31183853,-76.76529408
03,03,,01,17,03,1,01,01,88,AE3500001G,06.01,02-15-2015,01:57:00,1409PC03,N,N,BACOPD,UNK,09,09,722,CO,,6.63,N,GREENSPRING AVE,63,F,N,6060,CO,,HIDDEN GLEN DR,39.45273449,-76.72594607
03,03,,02,02,02,2,01,01,00,AE3500001H,06.01,02-28-2015,23:49:00,1409PC08,N,N,BACOPD,UNK,01,00,1,US,,25.9,N,BELAIR RD,0,F,N,304,CO,,NEW CUT RD,39.46754103,-76.41047001
03,03,,02,11,02,1,01,01,04,AE3500001J,06.01,03-11-2015,23:02:00,,Y,N,BACOPD,UNK,01,09,1700,CO,,3.11,E,OLD COURT RD,0,F,E,2244,CO,,ALLENSWOOD RD,39.36723406,-76.7673111
03,03,,01,01,01,1,01,01,00,AE3500001K,07.01,03-20-2015,23:08:00,1409PC07,N,N,BACOPD,UNK,01,01,146,MD,,1.7,N,DULANEY VALLEY RD,0,M,N,811,CO,,POT SPRING RD,39.43083989,-76.59631491
01,03,,01,88,04,1,01,01,00,AE35100005,03,01-03-2015,09:55:00,07,N,N,BACOPD,UNK,02,00,44,CO,,2.91,N,FREELAND RD,0,M,N,47,CO,,MT ZION RD,39.70329071,-76.68637276
04,03,,01,06,02,1,01,01,07,AE35100006,06.01,01-10-2015,20:45:00,07,N,N,BACOPD,UNK,01,09,37,CO,,2.56,N,KEENEY MILL RD,10,F,N,38,CO,,OAKLAND RD,39.71461477,-76.71948195
03,03,,02,02,02,,01,04,00,AE35100007,06.01,01-16-2015,18:39:00,,Y,N,BACOPD,UNK,01,00,45,MD,,24.58,N,YORK RD,0,F,N,439,MD,,OLD YORK RD,39.70489203,-76.64727688
01,03,,02,11,02,1,01,04,00,AE35100008,06.01,02-18-2015,07:06:00,07,Y,N,BACOPD,UNK,01,00,45,MD,,24.58,N,YORK RD,0,F,N,439,MD,,OLD YORK RD,39.70492505,-76.64729834
01,03,,01,02,02,1,01,01,00,AE35100009,06.01,03-06-2015,17:04:00,07,N,N,BACOPD,UNK,01,00,44,CO,,2.91,N,FREELAND RD,0,M,N,47,CO,,MT ZION RD,39.70403359,-76.68572903
01,03,,01,17,02,1,01,01,10,AE3510000B,06.01,03-06-2015,17:50:00,07,N,N,BACOPD,UNK,09,00,137,MD,,7.02,E,MT CARMEL RD,0,M,E,144,CO,,MILLER LA,39.58998921,-76.69064283
01,03,,01,17,04,1,01,03,04,AE35130006,88,02-15-2015,06:59:00,,N,N,BACOPD,UNK,00,09,7297,CO,,1.812,N,OWINGS MILLS BLVD,0,M,N,587,CO,,GWYNNBROOK AVE,39.43887769,-76.78104401
01,03,,01,02,01,1,01,03,10,AE35130007,06.01,02-15-2015,11:30:00,,N,N,BACOPD,UNK,01,09,140,MD,,7.18,N,REISTERSTOWN RD,30,F,N,611,CO,,HIGH FALCON RD,39.43818167,-76.80280209
99,03,,01,07,03,1,01,01,00,AE35130008,08.04,02-22-2015,15:16:00,,N,N,BACOPD,UNK,02,02,602,CO,,0.3,E,HAMMERSHIRE RD,50,F,E,,UU,,WOODEN BRIDGE CT,39.44482671,-76.8045187
01,03,,03,11,02,,01,01,00,AE35130009,06.01,03-18-2015,17:10:00,,Y,N,BACOPD,UNK,01,01,140,MD,,7.99,N,REISTERSTOWN RD,5,F,N,641,CO,,CHESTNUT HILL LA,39.44693112,-76.81434631
01,03,,01,03,02,1,01,00,00,AE3513000B,06.01,03-26-2015,12:00:00,,N,N,BACOPD,UNK,02,02,140,MD,,7.54,N,REISTERSTOWN RD,50,F,N,,UU,,SHETLAND CIR,39.44250682,-76.80649281
01,03,,03,07,00,1,01,01,00,AE41240029,06.01,01-05-2015,08:08:00,,Y,Y,BACOPD,UNK,01,00,5096,CO,,0,S,BLUE GRASS RD,10,F,S,5082,CO,,HAMILTON AVE,39.32277839,-76.52239323
01,03,,02,02,00,2,00,04,00,AE4124002B,07.01,01-14-2015,16:04:00,,Y,N,BACOPD,UNK,01,01,4458,CO,,3.77,E,ROSSVILLE BLVD,0,F,E,5814,CO,,YELLOW BRICK RD,39.33831371,-76.48334026
01,03,,02,09,00,1,01,01,00,AE4124002D,07.01,01-21-2015,09:20:00,,N,N,BACOPD,UNK,01,00,588,MD,,1.36,N,KENWOOD AVE,0,F,N,4271,CO,,NORTH LA,39.34805472,-76.5087676
00,03,,02,11,01,1,01,01,00,AE4124002F,07.01,01-27-2015,09:44:00,,N,N,BACOPD,UNK,01,00,4248,CO,,0.07,S,FULLERTON AVE,0,F,S,4249,CO,,MARKS AVE,39.36107932,-76.52179241
01,03,,03,03,00,1,01,01,00,AE4124002H,06.01,01-30-2015,13:19:00,,N,N,BACOPD,UNK,01,00,4461,CO,,1.09,E,FRANKLIN SQUARE DR,40,F,E,4189,CO,,KING AVE,39.35742936,-76.46922112
01,03,,02,11,00,1,01,02,00,AE4124002J,06.01,02-06-2015,17:18:00,,Y,N,BACOPD,UNK,01,00,4310,CO,,0.32,W,MANNINGTON AVE,0,F,W,4307,CO,,FOREST VIEW AVE,39.34966426,-76.52953863
01,03,,01,03,00,2,01,04,00,AE4124002L,06.01,02-11-2015,07:45:00,,N,N,BACOPD,UNK,01,01,4458,CO,,3.77,E,ROSSVILLE BLVD,150,F,E,5814,CO,,YELLOW BRICK RD,39.33821413,-76.48306131
01,03,,05.01,07,00,,00,04,00,AE4124002M,06.01,02-11-2015,12:07:00,,N,N,BACOPD,UNK,01,00,695,RP,,0.14,S,RAMP 8 FR MD 695 SB TO GOLDEN RING RD,0,F,S,4453,CO,,GOLDEN RING RD,39.33189502,-76.49012089
01,03,,01,17,01,,01,01,06,AE4124002N,08.04,02-12-2015,11:17:00,,N,N,BACOPD,UNK,16,09,4348,CO,,0.05,W,RADECKE AVE,10,F,W,4350,CO,,MARQUETTE RD,39.33149254,-76.52685642
01,03,,00,01,01,1,01,01,00,AE4124002Q,06.01,02-18-2015,08:16:00,,N,N,BACOPD,UNK,01,00,4254,CO,,0.13,S,ALBERTA AVE,75,F,S,4265,CO,,ELINOR AVE,39.358267,-76.513982
03,03,,01,17,00,1,01,01,00,AE4124002R,06.01,02-27-2015,20:58:00,,N,N,BACOPD,UNK,16,11,7,MD,,7.21,E,PHILADELPHIA RD,300,F,E,4033,CO,,COWENTON AVE,39.3815156,-76.43362284
01,03,,01,06,03,1,01,01,00,AE4124002S,06.01,03-06-2015,07:58:00,,N,N,BACOPD,UNK,01,00,4461,CO,,1.09,E,FRANKLIN SQUARE DR,300,F,E,4189,CO,,KING AVE,39.35619331,-76.47078484
01,03,,09.04,17,01,,01,01,10,AE4124002T,06.01,03-06-2015,11:30:00,,N,N,BACOPD,UNK,16,09,5814,CO,,0,E,YELLOW BRICK RD,300,F,E,4458,CO,,ROSSVILLE BLVD,39.33751711,-76.48394108
01,03,,00,17,04,1,01,01,05,AE4124002V,06.01,03-09-2015,07:55:00,,N,N,BACOPD,UNK,09,09,4021,CO,,1.4,S,JOPPA RD,300,F,S,4034,CO,,KAHL AVE,39.40051994,-76.4523983
01,03,,02,11,01,1,01,01,00,AE4124002W,06.01,03-09-2015,11:39:00,,Y,N,BACOPD,UNK,01,00,4394,CO,,1.1,S,WEYBURN RD,0,F,S,4417,CO,,CHESACO AVE,39.32903609,-76.51848793
01,03,,02,06,01,1,01,01,00,AE4124002X,07.01,03-10-2015,07:58:00,,Y,N,BACOPD,UNK,01,00,3927,CO,,0.06,S,BRADSHAW RD,0,F,S,3918,CO,,JERUSALEM RD,39.44872065,-76.41765833
01,03,,01,17,02,,01,01,88,AE4124002Y,07.01,03-10-2015,11:35:00,,N,N,BACOPD,UNK,09,00,7268,CO,,0.17,S,CORPORATE DR,100,F,S,6945,CO,,TOWN CENTER DR,39.36949011,-76.46789074
01,03,,01,17,00,,01,04,05,AE4124002Z,07.01,03-30-2015,09:48:00,,N,N,BACOPD,UNK,09,00,40,US,,14.27,E,PULASKI HWY,20,F,E,5126,CO,,66TH ST,39.31202945,-76.52638435
01,03,,02,11,00,1,01,01,00,AE41240030,06.01,03-30-2015,12:57:00,,Y,N,BACOPD,UNK,01,14,6198,CO,,1.5,N,PERRY HALL BLVD,0,F,N,4199,CO,,BUCKS SCHOOLHOUSE RD,39.37030293,-76.47711754
01,03,,11.04,17,00,1,00,00,00,AE4134000V,00,01-13-2015,10:48:00,,N,N,BACOPD,UNK,03,00,150,MD,,3.38,E,EASTERN BLVD,200,F,E,4979,CO,,WOODWARD DR,39.30906594,-76.4744997
01,03,,00,17,00,1,00,01,10,AE4134000W,00,01-20-2015,13:32:00,,N,N,BACOPD,UNK,09,09,4142,CO,,1.11,N,HAREWOOD RD,0,F,N,4126,CO,,YALE RD,39.3743669,-76.35913253
06.02,03,,01,17,00,2,00,04,05,AE4134000X,07.01,01-29-2015,16:42:00,,N,N,BACOPD,UNK,09,00,702,MD,,0.78,E,SOUTHEAST BLVD,100,F,E,5033,CO,,MACE AVE,39.32221401,-76.47325516
03,03,,02,11,00,2,01,04,00,AE4134000Y,00,02-03-2015,17:26:00,,Y,N,BACOPD,UNK,01,01,150,MD,,3.22,E,EASTERN BLVD,0,F,E,4971,CO,,TAYLOR AVE,39.30829391,-76.47649527
01,03,,02,11,00,2,01,04,00,AE4134000Z,00,02-05-2015,16:17:00,,Y,N,BACOPD,UNK,01,00,587,MD,,0.69,N,WILSON POINT RD,0,F,N,6215,CO,,DARK HEAD COVE RD,39.3296834,-76.42518997
01,03,,01,03,02,2,01,04,00,AE41340010,06.01,02-23-2015,16:40:00,,N,N,BACOPD,UNK,01,01,150,MD,,4.81,E,EASTERN BLVD,25,F,E,4737,CO,,SEVERSKY CT,39.32030504,-76.45390034
01,24,,01,02,03,1,01,01,00,ADJ4890008,08.04,01-21-2015,12:30:00,1130,N,N,BALTIMORE,UNK,01,00,,,,,,WESTWOOD AVE,100,F,,,,,POPLAR GROVE ST,39.30814449,-76.66637421
01,24,,03,01,01,2,01,01,00,ADJ4890009,07.01,01-27-2015,10:30:00,448,Y,N,BALTIMORE,UNK,01,00,1281,MU,,2.26,W,WASHINGTON BLVD,0,F,W,1970,MU,,DESOTO RD,39.26453175,-76.65485144
03,24,,01,99,02,,01,02,00,ADJ489000B,06.01,02-04-2015,02:00:00,595,N,N,BALTIMORE,UNK,02,00,4110,MU,,0,S,S MORLEY ST,500,F,S,2300,MU,,OLD FREDERICK RD,39.286109,-76.67467564
03,24,,01,03,01,1,00,01,05,ADJ489000D,06.01,02-22-2015,20:00:00,1898,N,N,BALTIMORE,UNK,01,09,1910,MU,,1.018,E,N FRANKLINTOWN RD,800,F,E,4080,MU,,WINANS WAY,39.29983425,-76.70542717
01,24,,01,88,02,,01,01,00,ADJ489000F,06.01,03-15-2015,11:45:00,41036,N,N,BALTIMORE,UNK,02,00,,,,,,LOHRS LANE,50,F,,,,,S. BERNICE RD,39.28492981,-76.66978598
01,24,,01,07,02,,01,01,00,ADJ489000G,06.01,03-15-2015,11:30:00,41171,N,N,BALTIMORE,UNK,02,00,,,,,,MOUNTWOOD RD,150,F,,,,,WILDWOOD RD,39.30146981,-76.68459177
07.88,24,,01,07,02,,01,01,00,ADJ489000H,06.01,03-28-2015,02:00:00,784,N,N,BALTIMORE,UNK,02,00,,,,,,PARKTON ST,700,F,,,,,YALE AVE,39.27743073,-76.69027805
01,24,,00,88,03,2,01,03,00,ADJ4920001,08.04,01-06-2015,07:50:00,,N,N,BALTIMORE,UNK,01,00,1900,MU,,0,E,W LAFAYETTE AVE,50,F,E,1910,MU,,N FRANKLINTOWN RD,39.29797864,-76.66658878
03,24,,00,04,00,1,01,03,00,ADJ4920002,06.01,01-25-2015,00:15:00,56,N,N,BALTIMORE,UNK,02,01,6364,MU,,0.402,N,N FRANKLINTOWN RD,15,F,N,,UU,,W MULBERRY ST,39.29264813,-76.66207731
01,24,,01,11,02,,01,01,00,ADJ4920003,06.01,02-02-2015,16:55:00,1986,Y,N,BALTIMORE,UNK,01,00,1980,MU,,0.378,S,BENSON AVE,20,F,S,,UU,,HAVERHILL RD,39.26540394,-76.6737771
03,24,,00,07,02,1,01,03,00,ADJ4920004,06.01,02-07-2015,19:40:00,2683,N,N,BALTIMORE,UNK,01,00,,,,,,1800 BLK OF BLOOMINGDALE RD,0,F,,,,,3100 BLK OF WESTWOOD AVE,39.30829391,-76.67033315
99,24,,00,05,02,1,01,01,00,ADJ4920005,06.01,02-13-2015,07:32:00,494,N,N,BALTIMORE,UNK,01,00,,,,,,2900 BLK OF STRICKLAND ST.,0,F,,,,,500 BLK OF SUNSET RD,39.27701962,-76.66438937
01,24,,02,88,04,1,00,01,00,ADJ4920006,08.04,03-01-2015,13:00:00,1161,N,N,BALTIMORE,UNK,02,00,2030,MU,,0.982,N,2900 BLK OF WESTWOOD AVE,0,F,N,,UU,,1800 BLK OF POPLAR GROVE,39.30815279,-76.66575193
01,24,,00,08,02,1,01,01,00,ADJ4920007,06.01,02-28-2015,15:59:00,1836,N,N,BALTIMORE,UNK,02,02,,,,,,3600 BLK OF BENSON AVE,0,F,,,,,1700 BLK OF SHARONLEIGH RD,39.26407488,-76.67539716
03,24,,00,03,02,1,01,01,00,ADJ4920008,06.01,03-12-2015,20:46:00,3053,N,N,BALTIMORE,UNK,02,00,,,,,,700 BLK OF DRYDEN,0,F,,,,,60 BLK OF WINANS WAY,39.29546704,-76.69876456
03,24,,00,05,02,1,01,01,00,ADJ4920009,06.01,03-12-2015,19:32:00,2752,N,N,BALTIMORE,UNK,02,00,,,,,,700 BLK STAMFORD,0,F,,,,,5000 BLK OF BALTIMORE NATL PIKE,39.29232846,-76.70601726
01,24,,01,10,02,1,01,02,00,ADJ492000B,06.01,03-17-2015,18:20:00,2502,N,N,BALTIMORE,UNK,01,00,,,,,,1900 BLK OF BRADDISH AVE,0,M,,,,,2700 BLK OF W. NORTH AVE,39.3094478,-76.66115999
01,24,,00,03,02,2,01,01,00,ADJ492000C,06.01,03-24-2015,18:30:00,2336,N,N,BALTIMORE,UNK,01,01,,,,,,3500 BLK OF EDMONDSON AVE,0,F,,,,,600 BLK OF LINNARD ST,39.29405553,-76.67637348
01,24,,03,11,01,,01,01,00,ADJ4930001,03,01-03-2015,12:00:00,8B22,Y,N,BALTIMORE,UNK,01,00,1920,MU,,0.04,E,EDMONDSON AVE,0,U,E,2030,MU,,POPLAR GROVE ST,39.29448106,-76.66494995
03,24,,01,07,99,,00,00,00,ADJ4930002,99,01-02-2015,16:00:00,8B23,N,N,BALTIMORE,UNK,02,00,,,,,,N CHAPEL GATE LN,40,F,,,,,LINDSAY RD,39.29462429,-76.70766681
01,24,,01,06,03,1,01,01,00,ADJ4930003,08.04,01-06-2015,13:30:00,,N,N,BALTIMORE,UNK,01,00,,,,,,S BEECHFIELD AVE,100,F,,,,,DARTFORD AVE,39.28266273,-76.69304073
03,24,,01,07,02,,01,01,00,ADJ4930005,06.01,01-17-2015,22:05:00,822,N,N,BALTIMORE,UNK,02,02,,,,,,ROKEBY RD,40,F,,,,,FLOWERTON RD,39.29935894,-76.6821
04,24,,01,17,04,1,01,01,00,ADJ4930006,06.01,01-17-2015,22:03:00,815,N,N,BALTIMORE,UNK,16,00,,,,,,FRANNKLINTOWN RD,0,U,,,,,WINANS WAY,39.30146151,-76.69574976
04,24,,01,14,02,2,01,01,00,ADJ4930007,02,01-31-2015,17:35:00,CAD 2182,N,N,BALTIMORE,UNK,01,00,,,,,,N FRANKLINTOWN RD,1,M,,,,,WINANS WAY,39.30396874,-76.69420481
03,24,,01,07,02,,01,02,00,ADJ4930008,00,02-06-2015,23:20:00,3544,N,N,BALTIMORE,UNK,02,00,4100,MU,,0.38,N,GELSTON DR,1,M,N,4095,MU,,ALLENDALE ST,39.2956497,-76.67923808
01,24,,01,09,04,1,01,04,00,ADJ4930009,00,02-10-2015,08:50:00,557,N,N,BALTIMORE,UNK,01,00,40,US,,0.16,E,BALTO NATIONAL PIKE,0,M,E,,UU,,CROSSOVER,39.29153134,-76.71069503
99,24,,01,07,04,,01,01,00,ADJ493000B,00,02-10-2015,02:00:00,1300,N,N,BALTIMORE,UNK,02,00,,,,,,N CHAPEL GATE LN,0,M,,,,,BALTIMORE NATIONAL PIKE,39.29254434,-76.70462251
01,24,,02,13,01,,01,04,00,ADJ4940001,03,01-03-2015,12:40:00,CAD#1047,Y,N,BALTIMORE,UNK,01,01,100,MU,,0,W,W PATAPSCO AVE,0,F,W,2,MD,,POTEE ST,39.23900504,-76.61091417
99,24,,01,17,02,1,01,03,15.05,ADJ4940002,06.01,01-10-2015,07:48:00,CAD#587,N,N,BALTIMORE,UNK,09,09,6170,MU,,0,N,CHILDS ST,1,M,N,4350,MU,,FRANKFURST AVE,39.24645216,-76.58041678
03,24,,02,02,01,,01,03,00,ADJ4940005,09.04,01-23-2015,23:30:00,CAD#3441,Y,N,BALTIMORE,UNK,01,00,4330,MU,,1.48,W,CHERRY HILL RD,0,F,W,1630,MU,,WATERVIEW AVE,39.25767638,-76.63281441
03,24,,01,17,04,2,03,04,08,ADJ4940006,05,02-02-2015,19:24:00,CAD#2423,N,N,BALTIMORE,UNK,09,00,100,MU,,0,W,W PATAPSCO AVE,0,U,W,2,MD,,POTEE ST,39.24060463,-76.62282586
03,24,,01,17,00,2,01,04,88,ADJ4940007,06.01,02-07-2015,23:31:00,CAD#3358,N,N,BALTIMORE,UNK,23.15,00,100,MU,,0,W,W PATAPSCO AVE,0,U,W,2,MD,,POTEE ST,39.24293539,-76.62953943
99,24,,01,88,99,1,01,01,00,ADJ4940008,99,02-14-2015,00:00:00,CAD#1011,N,N,BALTIMORE,UNK,02,00,,,,,,MARBOURNE AVE,25,F,,,,,HURON ST.,39.25411033,-76.6503185
01,24,,01,03,02,1,01,03,00,ADJ4940009,06.01,02-14-2015,14:40:00,CAD#1557,N,N,BALTIMORE,UNK,01,00,648,MD,E,0.14,N,ANNAPOLIS RD,25,F,N,100,MU,,W PATAPSCO AVE,39.24860617,-76.63989812
01,24,,01,07,03,2,01,04,15.05,ADJ494000B,08.04,02-21-2015,11:55:00,CAD#1183,N,N,BALTIMORE,UNK,01,09,295,MD,,0.88,N,BALTIMORE WASHINGTON PKWY,0,U,N,295,RP,,RAMP 4 FR MD 295 NB TO WATERVIEW AVE,39.25870857,-76.63599014
99,24,,01,99,01,1,01,01,00,ADJ494000C,00,02-22-2015,12:50:00,CAD#786,N,N,BALTIMORE,UNK,01,00,,,,,,SOUTHDENE AVE,0,U,,,,,PUDGET ST,39.2545548,-76.6488862
99,24,,01,99,00,,01,01,00,ADJ494000F,99,02-28-2015,10:21:00,CAD#1002,N,N,BALTIMORE,UNK,02,00,,,,,,NORTHSHIRE DR,0,U,,,,,GANLEY DR,39.25695156,-76.64334744
99,24,,01,99,99,1,01,03,99,ADJ494000G,00,03-11-2015,16:49:00,CAD#2001,N,N,BALTIMORE,UNK,02,00,,,,,,CHERRY HILL RD,0,U,,,,,GILLES RD,39.2498462,-76.62762702
01,24,,03,88,02,1,01,02,04,ADJ494000J,07.01,03-25-2015,19:17:00,CAD#2528,N,N,BALTIMORE,UNK,02,01,,,,,,ST. MARGARET ST.,0,U,,,,,WASHBURN AVE.,39.23132652,-76.59631491
05.02,03,,01,01,06.03,1,01,03,00,ADJ4970001,00,01-08-2015,00:00:00,1279,N,N,BALTIMORE,UNK,01,00,86,CO,,0.53,S,FREDERICK RD,1,M,S,87,CO,,FREDERICK RD,39.28166619,-76.68845415
03,24,,01,03,02,1,01,02,00,ADJ4970002,06.01,01-17-2015,18:00:00,,N,N,BALTIMORE,UNK,01,01,4145,MU,,0.295,S,YALE AVE,500,F,S,,UU,,PARKTON ST,39.27576969,-76.68605089
07.88,24,,02,17,01,1,01,04,08,ADJ4970003,03,01-23-2015,19:39:00,2817,Y,N,BALTIMORE,UNK,09,00,,,,,,1500 S. CATON AVE,0,F,,,,,UNIT BLOCK OF JOH AVE,39.26053616,-76.664958
03,24,,00,88,00,,01,00,00,ADJ4970004,00,02-05-2015,19:35:00,2790,N,N,BALTIMORE,UNK,01,00,,,,,,500 MILLINGTON RD,100,F,,,,,2600 WILKENS AVE,39.27892563,-76.65596724
06.02,24,,01,03,02,1,01,00,00,ADJ4970007,00,02-07-2015,18:00:00,2250,N,N,BALTIMORE,UNK,02,00,,,,,,3800 WILKENS AVE,0,F,,,,,3700  SOUTHWESTRN BLVD,39.26929958,-76.68399096
01,24,,01,07,01,1,01,01,00,ADJ4970008,06.01,02-18-2015,11:07:00,828,N,N,BALTIMORE,UNK,01,00,,,,,,4400 CEDER GARDEN ROAD,10,F,,,,,700 BETHNAL RD,39.27593221,-76.69089094
01,03,,02,11,03,1,00,01,00,AE2638001G,08.04,03-05-2015,14:24:00,,Y,N,BACOPD,UNK,01,00,5185,CO,,1.83,W,GERMAN HILL RD,0,F,W,5166,CO,,48TH ST,39.28259007,-76.52484208
01,03,,03,07,01,2,01,04,00,AE2638001K,03,03-10-2015,16:07:00,,N,N,BACOPD,UNK,01,00,150,MD,,1.58,E,EASTERN AVE,0,F,E,695,RP,,RAMP 7 FR MD 150 WB TO MD 695 SB,39.29737462,-76.5032503
01,03,,01,03,02,1,01,04,00,AE2638001L,06.01,03-11-2015,16:26:00,,N,N,BACOPD,UNK,01,00,150,MD,,0.28,E,EASTERN AVE,124,F,E,,UU,,ENT TO OAKLAWN CEMETERY,39.28968692,-76.52516261
99,03,,01,99,99,1,01,02,00,AE2638001M,06.01,03-16-2015,00:00:00,,N,N,BACOPD,UNK,02,00,5251,CO,,0.13,N,CHESTNUT ST,70,F,N,5252,CO,,PINE ST,39.24504485,-76.51099786
05.02,03,,01,17,02,,01,04,04,AE2638001N,06.01,03-18-2015,06:10:00,,N,N,BACOPD,UNK,09,11,150,MD,,1.46,E,EASTERN AVE,20,F,E,695,RP,,RAMP 8 FR MD 695 SB TO MD 150 WB,39.29678097,-76.50527671
04,03,,01,17,04,,01,01,11,AE26780001,12.04,01-27-2015,04:20:00,,N,N,BACOPD,UNK,10,00,111,CO,,2.1,E,BOND RD,0,M,E,112,CO,,HARRIS MILL RD,39.705167,-76.59777872
01,03,,01,17,04,1,01,02,01,AE27810003,09.04,01-22-2015,09:35:00,,N,N,BACOPD,UNK,09,09,83,IS,,4.66,N,HARRISBURG EXPWY,0,F,N,83,RP,,RAMP 5 FR IS 83 SB TO IS 695 EB,39.42074576,-76.63884401
01,03,,01,88,04,2,01,03,05,AE27810004,12.04,01-18-2015,07:47:00,,N,N,BACOPD,UNK,09,10,83,IS,,11.55,N,HARRISBURG EXPWY,50,F,N,,UU,,STRUC #3057 WESTERN RUN,39.49640783,-76.66731834
01,03,,01,03,04,2,01,04,05,AE27810005,12.04,01-30-2015,11:20:00,,N,N,BACOPD,UNK,01,00,83,IS,,7.32,N,HARRISBURG EXPWY,100,F,N,773,CO,,PADONIA RD,39.45435404,-76.64663315
03,03,,09.04,02,02,1,01,01,00,AE28880007,06.01,02-12-2015,23:01:00,PC12,N,N,BACOPD,UNK,01,00,5560,CO,,0,E,WISE AVE,600,F,E,157,MD,,MERRITT BLVD,39.26895903,-76.50068879
